New Privately Owned Housing Units Authorized,,,,,,,,,,,,,,,,
Unadjusted Units by CBSA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
202505,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,Current Month,,,,,,,Year to Date,,,,
,,,,,,,,,,,,,,,,
CSA,CBSA,Name,Metro /Micro Code,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More,,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More
508,33380,"Minden, LA                                                  ",5,28,2,0,0,26,2,,44,18,0,0,26,2
206,33420,"Mineral Wells, TX                                           ",5,4,2,2,0,0,0,,12,10,2,0,0,0
378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI                     ",2,1304,806,6,11,481,12,,5736,3602,36,44,2054,48
999,33500,"Minot, ND                                                   ",4,27,12,10,0,5,1,,48,33,10,0,5,1
999,33540,"Missoula, MT                                                ",4,31,29,2,0,0,0,,311,185,2,12,112,7
999,33580,"Mitchell, SD                                                ",5,5,5,0,0,0,0,,35,28,4,3,0,0
190,33620,"Moberly, MO                                                 ",5,2,2,0,0,0,0,,19,13,6,0,0,0
380,33660,"Mobile, AL                                                  ",2,94,87,0,7,0,0,,476,413,0,11,52,9
488,33700,"Modesto, CA                                                 ",2,48,43,0,0,5,1,,314,297,0,0,17,3
384,33740,"Monroe, LA                                                  ",2,29,24,0,0,5,1,,214,209,0,0,5,1
220,33780,"Monroe, MI                                                  ",2,18,16,2,0,0,0,,79,68,6,0,5,1
388,33860,"Montgomery, AL                                              ",2,84,84,0,0,0,0,,378,352,0,0,26,4
320,33900,"Monticello, IN                                              ",5,9,5,0,4,0,0,,23,19,0,4,0,0
408,33910,"Monticello, NY                                              ",5,61,50,8,3,0,0,,263,213,44,6,0,0
999,33940,"Montrose, CO                                                ",5,21,21,0,0,0,0,,102,92,10,0,0,0
404,33980,"Morehead City, NC                                           ",5,60,55,2,3,0,0,,243,238,2,3,0,0
999,34020,"Morgan City, LA                                             ",5,5,5,0,0,0,0,,17,12,0,0,5,1
999,34060,"Morgantown, WV                                              ",4,1,1,0,0,0,0,,12,12,0,0,0,0
315,34100,"Morristown, TN                                              ",2,82,46,4,32,0,0,,276,240,4,32,0,0
446,34140,"Moscow, ID                                                  ",5,21,21,0,0,0,0,,84,64,8,0,12,1
393,34180,"Moses Lake, WA                                              ",5,33,29,4,0,0,0,,223,204,10,4,5,1
999,34220,"Moultrie, GA                                                ",5,5,3,2,0,0,0,,43,33,10,0,0,0
268,34340,"Mount Airy, NC                                              ",5,28,28,0,0,0,0,,99,99,0,0,0,0
394,34380,"Mount Pleasant, MI                                          ",5,13,13,0,0,0,0,,30,28,2,0,0,0
999,34420,"Mount Pleasant, TX                                          ",5,4,2,2,0,0,0,,8,6,2,0,0,0
336,34460,"Mount Sterling, KY                                          ",5,6,4,2,0,0,0,,24,22,2,0,0,0
999,34500,"Mount Vernon, IL                                            ",5,0,0,0,0,0,0,,9,9,0,0,0,0
198,34540,"Mount Vernon, OH                                            ",5,47,15,0,0,32,2,,95,61,2,0,32,2
500,34580,"Mount Vernon-Anacortes, WA                                  ",2,32,21,2,0,9,1,,137,81,4,3,49,5
999,34260,"Mountain Home, AR                                           ",5,5,5,0,0,0,0,,42,31,2,4,5,1
147,34300,"Mountain Home, ID                                           ",5,14,14,0,0,0,0,,72,72,0,0,0,0
294,34620,"Muncie, IN                                                  ",2,7,7,0,0,0,0,,48,48,0,0,0,0
999,34660,"Murray, KY                                                  ",5,7,7,0,0,0,0,,10,10,0,0,0,0
396,34680,"Murrells Inlet, SC                                          ",5,43,43,0,0,0,0,,163,163,0,0,0,0
209,34700,"Muscatine, IA                                               ",5,5,5,0,0,0,0,,16,14,2,0,0,0
266,34740,"Muskegon-Norton Shores, MI                                  ",2,38,33,0,0,5,1,,215,157,0,48,10,2
538,34780,"Muskogee, OK                                                ",5,7,7,0,0,0,0,,24,24,0,0,0,0
396,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC                  ",2,685,680,0,0,5,1,,2987,2931,2,12,42,8
999,34860,"Nacogdoches, TX                                             ",5,3,3,0,0,0,0,,15,15,0,0,0,0
999,34880,"Nantucket, MA                                               ",5,21,19,2,0,0,0,,100,80,10,0,10,2
488,34900,"Napa, CA                                                    ",2,17,17,0,0,0,0,,122,122,0,0,0,0
163,34940,"Naples-Marco Island, FL                                     ",2,191,176,2,8,5,1,,1433,927,6,16,484,12
400,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN              ",2,1406,1316,2,3,85,5,,8049,5987,34,14,2014,77
999,35020,"Natchez, MS-LA                                              ",5,3,3,0,0,0,0,,15,15,0,0,0,0
999,35060,"Natchitoches, LA                                            ",5,1,1,0,0,0,0,,31,31,0,0,0,0
404,35100,"New Bern, NC                                                ",5,66,66,0,0,0,0,,268,268,0,0,0,0
294,35220,"New Castle, IN                                              ",5,5,5,0,0,0,0,,16,16,0,0,0,0
405,35300,"New Haven, CT                                               ",2,45,18,10,7,10,1,,349,73,24,37,215,10
318,35340,"New Iberia, LA                                              ",5,2,2,0,0,0,0,,25,25,0,0,0,0
406,35380,"New Orleans-Metairie, LA                                    ",2,155,120,30,0,5,1,,758,493,144,11,110,4
184,35420,"New Philadelphia-Dover, OH                                  ",5,7,5,2,0,0,0,,26,20,6,0,0,0
359,35580,"New Ulm, MN                                                 ",5,1,1,0,0,0,0,,8,8,0,0,0,0
408,35620,"New York-Newark-Jersey City, NY-NJ                          ",2,3660,983,124,118,2435,119,,17351,5231,672,434,11014,511
192,35140,"Newberry, SC                                                ",5,13,13,0,0,0,0,,73,73,0,0,0,0
999,35440,"Newport, OR                                                 ",5,7,5,2,0,0,0,,45,43,2,0,0,0
315,35460,"Newport, TN                                                 ",5,1,1,0,0,0,0,,4,2,2,0,0,0
515,35660,"Niles, MI                                                   ",2,38,38,0,0,0,0,,194,111,8,4,71,4
536,35700,"Nogales, AZ                                                 ",5,41,41,0,0,0,0,,162,162,0,0,0,0
999,35740,"Norfolk, NE                                                 ",5,10,6,4,0,0,0,,43,33,10,0,0,0
999,35820,"North Platte, NE                                            ",5,52,10,0,0,42,6,,65,23,0,0,42,6
412,35840,"North Port-Bradenton-Sarasota, FL                           ",2,1471,773,0,44,654,16,,6281,4003,76,72,2130,60
999,35900,"North Wilkesboro, NC                                        ",5,12,12,0,0,0,0,,76,76,0,0,0,0
184,35940,"Norwalk, OH                                                 ",5,5,5,0,0,0,0,,16,14,2,0,0,0
405,35980,"Norwich-New London-Willimantic, CT                          ",2,17,17,0,0,0,0,,112,104,0,0,8,1
500,36020,"Oak Harbor, WA                                              ",5,26,26,0,0,0,0,,108,96,0,12,0,0
999,36100,"Ocala, FL                                                   ",4,498,486,12,0,0,0,,2880,2686,98,8,88,4
480,36180,"Ocean Pines, MD                                             ",5,33,33,0,0,0,0,,133,133,0,0,0,0
372,36220,"Odessa, TX                                                  ",2,47,47,0,0,0,0,,354,354,0,0,0,0
482,36260,"Ogden, UT                                                   ",2,323,135,0,6,182,15,,1334,810,10,56,458,47
999,36340,"Oil City, PA                                                ",5,3,3,0,0,0,0,,32,26,0,0,6,1
370,36380,"Okeechobee, FL                                              ",5,14,14,0,0,0,0,,25,25,0,0,0,0
416,36420,"Oklahoma City, OK                                           ",2,550,503,36,3,8,1,,4013,2965,160,13,875,64
160,36460,"Olean, NY                                                   ",5,7,7,0,0,0,0,,46,46,0,0,0,0
500,36500,"Olympia-Lacey-Tumwater, WA                                  ",2,67,56,2,0,9,1,,558,301,2,3,252,15
420,36540,"Omaha, NE-IA                                                ",2,442,261,38,0,143,6,,2659,1340,96,48,1175,48
999,36580,"Oneonta, NY                                                 ",5,11,11,0,0,0,0,,56,56,0,0,0,0
147,36620,"Ontario, OR-ID                                              ",5,18,18,0,0,0,0,,78,72,2,4,0,0
318,36660,"Opelousas, LA                                               ",5,11,11,0,0,0,0,,65,65,0,0,0,0
192,36700,"Orangeburg, SC                                              ",5,9,9,0,0,0,0,,40,40,0,0,0,0
422,36740,"Orlando-Kissimmee-Sanford, FL                               ",2,1792,1207,6,0,579,7,,13873,6772,68,16,7017,152
118,36780,"Oshkosh-Neenah, WI                                          ",2,61,29,2,0,30,1,,222,115,6,0,101,6
218,36820,"Oskaloosa, IA                                               ",5,1,1,0,0,0,0,,5,3,2,0,0,0
393,36830,"Othello, WA                                                 ",5,9,4,0,0,5,1,,26,16,0,0,10,2
176,36837,"Ottawa, IL                                                  ",5,11,9,2,0,0,0,,45,43,2,0,0,0
312,36840,"Ottawa, KS                                                  ",5,20,17,0,3,0,0,,67,47,14,6,0,0
999,36900,"Ottumwa, IA                                                 ",5,4,4,0,0,0,0,,15,15,0,0,0,0
378,36940,"Owatonna, MN                                                ",5,2,2,0,0,0,0,,14,14,0,0,0,0
999,36980,"Owensboro, KY                                               ",4,16,16,0,0,0,0,,84,82,2,0,0,0
330,37020,"Owosso, MI                                                  ",5,6,6,0,0,0,0,,26,26,0,0,0,0
999,37060,"Oxford, MS                                                  ",5,47,40,4,3,0,0,,229,209,14,6,0,0
348,37100,"Oxnard-Thousand Oaks-Ventura, CA                            ",2,664,51,0,3,610,11,,884,239,0,6,639,14
222,37120,"Ozark, AL                                                   ",5,1,1,0,0,0,0,,12,12,0,0,0,0
424,37140,"Paducah, KY-IL                                              ",2,12,12,0,0,0,0,,73,50,8,3,12,2
300,37260,"Palatka, FL                                                 ",5,12,12,0,0,0,0,,38,38,0,0,0,0
999,37300,"Palestine, TX                                               ",5,1,1,0,0,0,0,,5,5,0,0,0,0
999,37340,"Palm Bay-Melbourne-Titusville, FL                           ",4,260,252,0,0,8,1,,1579,1393,0,16,170,3
999,37420,"Pampa, TX                                                   ",5,1,1,0,0,0,0,,3,3,0,0,0,0
999,37460,"Panama City-Panama City Beach, FL                           ",4,228,189,2,11,26,3,,1012,826,12,11,163,16
308,37500,"Paragould, AR                                               ",5,5,5,0,0,0,0,,61,41,20,0,0,0
999,37540,"Paris, TN                                                   ",5,2,2,0,0,0,0,,10,10,0,0,0,0
999,37580,"Paris, TX                                                   ",5,2,2,0,0,0,0,,20,18,2,0,0,0
425,37620,"Parkersburg-Vienna, WV                                      ",2,14,12,2,0,0,0,,41,39,2,0,0,0
429,37740,"Payson, AZ                                                  ",5,18,18,0,0,0,0,,89,89,0,0,0,0
218,37800,"Pella, IA                                                   ",5,12,10,2,0,0,0,,37,35,2,0,0,0
999,37860,"Pensacola-Ferry Pass-Brent, FL                              ",4,326,326,0,0,0,0,,1557,1557,0,0,0,0
427,37900,"Peoria, IL                                                  ",2,14,12,2,0,0,0,,89,71,18,0,0,0
294,37940,"Peru, IN                                                    ",5,5,5,0,0,0,0,,16,16,0,0,0,0
999,37950,"Petoskey, MI                                                ",5,10,10,0,0,0,0,,38,38,0,0,0,0
428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD                 ",2,976,670,8,27,271,28,,5215,3199,44,196,1776,112
429,38060,"Phoenix-Mesa-Chandler, AZ                                   ",2,3469,2264,96,48,1061,46,,16906,11753,480,97,4576,141
406,38100,"Picayune, MS                                                ",5,30,28,2,0,0,0,,135,133,2,0,0,0
999,38180,"Pierre, SD                                                  ",5,2,2,0,0,0,0,,17,17,0,0,0,0
999,38210,"Pikeville, KY                                               ",5,1,1,0,0,0,0,,4,4,0,0,0,0
340,38220,"Pine Bluff, AR                                              ",5,0,0,0,0,0,0,,17,9,8,0,0,0
246,38240,"Pinehurst-Southern Pines, NC                                ",2,77,77,0,0,0,0,,481,473,8,0,0,0
999,38260,"Pittsburg, KS                                               ",5,7,7,0,0,0,0,,26,24,2,0,0,0
430,38300,"Pittsburgh, PA                                              ",2,467,322,2,4,139,6,,2089,1527,12,31,519,17
999,38340,"Pittsfield, MA                                              ",4,11,9,2,0,0,0,,54,43,6,0,5,1
352,38380,"Plainview, TX                                               ",5,0,0,0,0,0,0,,4,4,0,0,0,0
999,38420,"Platteville, WI                                             ",5,14,12,2,0,0,0,,69,57,12,0,0,0
999,38460,"Plattsburgh, NY                                             ",5,17,12,0,0,5,1,,70,50,0,0,20,4
515,38500,"Plymouth, IN                                                ",5,9,9,0,0,0,0,,48,48,0,0,0,0
999,38540,"Pocatello, ID                                               ",4,38,36,2,0,0,0,,118,110,2,6,0,0
999,38620,"Ponca City, OK                                              ",5,3,3,0,0,0,0,,10,10,0,0,0,0
145,38700,"Pontiac, IL                                                 ",5,6,6,0,0,0,0,,15,15,0,0,0,0
999,38740,"Poplar Bluff, MO                                            ",5,2,2,0,0,0,0,,9,9,0,0,0,0
999,38820,"Port Angeles, WA                                            ",5,18,18,0,0,0,0,,111,85,8,18,0,0
544,38920,"Port Lavaca, TX                                             ",5,8,8,0,0,0,0,,43,43,0,0,0,0
370,38940,"Port St. Lucie, FL                                          ",2,465,465,0,0,0,0,,2506,2027,10,27,442,35
999,39040,"Port Townsend, WA                                           ",5,10,10,0,0,0,0,,67,67,0,0,0,0
438,38860,"Portland-South Portland, ME                                 ",2,229,178,4,0,47,4,,1461,799,70,3,589,25
440,38900,"Portland-Vancouver-Hillsboro, OR-WA                         ",2,1068,540,6,0,522,9,,3961,2768,44,15,1134,26
170,39020,"Portsmouth, OH                                              ",5,1,1,0,0,0,0,,5,5,0,0,0,0
999,39060,"Pottsville, PA                                              ",5,17,12,0,0,5,1,,72,62,0,0,10,2
999,39150,"Prescott Valley-Prescott, AZ                                ",4,137,124,10,3,0,0,,737,544,30,3,160,6
999,39220,"Price, UT                                                   ",5,10,10,0,0,0,0,,21,21,0,0,0,0
148,39300,"Providence-Warwick, RI-MA                                   ",2,209,115,24,15,55,5,,804,480,122,47,155,14
482,39340,"Provo-Orem-Lehi, UT                                         ",2,618,455,0,8,155,10,,3172,2340,4,74,754,72
444,39380,"Pueblo, CO                                                  ",2,24,24,0,0,0,0,,114,114,0,0,0,0
446,39420,"Pullman, WA                                                 ",5,4,4,0,0,0,0,,16,14,2,0,0,0
412,39460,"Punta Gorda, FL                                             ",2,235,212,10,8,5,1,,1468,1213,72,25,158,10
405,39480,"Putnam, CT                                                  ",5,18,18,0,0,0,0,,69,69,0,0,0,0
448,39500,"Quincy, IL-MO                                               ",5,6,3,0,3,0,0,,27,21,0,6,0,0
376,39540,"Racine-Mount Pleasant, WI                                   ",2,38,26,4,0,8,1,,223,108,10,0,105,8
450,39580,"Raleigh-Cary, NC                                            ",2,1686,1069,0,0,617,11,,7792,5450,22,11,2309,64
452,39660,"Rapid City, SD                                              ",2,59,57,2,0,0,0,,388,333,12,0,43,5
154,39700,"Raymondville, TX                                            ",5,6,6,0,0,0,0,,15,15,0,0,0,0
428,39740,"Reading, PA                                                 ",2,22,15,0,0,7,1,,134,101,20,0,13,2
454,39780,"Red Bluff, CA                                               ",5,14,14,0,0,0,0,,66,66,0,0,0,0
378,39860,"Red Wing, MN                                                ",5,9,9,0,0,0,0,,31,29,2,0,0,0
454,39820,"Redding, CA                                                 ",2,20,20,0,0,0,0,,166,161,0,0,5,1
456,39900,"Reno, NV                                                    ",2,161,161,0,0,0,0,,1542,933,32,19,558,37
292,39940,"Rexburg, ID                                                 ",5,30,30,0,0,0,0,,255,175,0,8,72,2
999,39960,"Rice Lake, WI                                               ",5,12,12,0,0,0,0,,51,44,2,0,5,1
458,39980,"Richmond, IN                                                ",5,4,4,0,0,0,0,,178,28,0,0,150,1
999,40060,"Richmond, VA                                                ",4,911,399,0,0,512,4,,4950,2039,136,17,2758,52
336,40080,"Richmond-Berea, KY                                          ",5,123,27,10,0,86,13,,252,132,14,0,106,15
233,40090,"Rifle, CO                                                   ",5,23,19,0,4,0,0,,85,81,0,4,0,0
365,40100,"Rio Grande City-Roma, TX                                    ",5,0,0,0,0,0,0,,0,0,0,0,0,0
348,40140,"Riverside-San Bernardino-Ontario, CA                        ",2,1320,877,24,24,395,27,,7096,4893,110,102,1991,88
999,40180,"Riverton, WY                                                ",5,3,3,0,0,0,0,,10,8,2,0,0,0
468,40260,"Roanoke Rapids, NC                                          ",5,21,21,0,0,0,0,,49,47,2,0,0,0
999,40220,"Roanoke, VA                                                 ",4,52,52,0,0,0,0,,234,232,2,0,0,0
466,40300,"Rochelle, IL                                                ",5,4,4,0,0,0,0,,45,18,4,0,23,3
462,40340,"Rochester, MN                                               ",2,45,45,0,0,0,0,,219,219,0,0,0,0
464,40380,"Rochester, NY                                               ",2,138,101,4,3,30,5,,533,427,10,25,71,13
999,40540,"Rock Springs, WY                                            ",5,2,2,0,0,0,0,,19,19,0,0,0,0
466,40420,"Rockford, IL                                                ",2,26,20,6,0,0,0,,87,81,6,0,0,0
246,40460,"Rockingham, NC                                              ",5,6,6,0,0,0,0,,21,21,0,0,0,0
468,40580,"Rocky Mount, NC                                             ",2,50,50,0,0,0,0,,255,255,0,0,0,0
999,40620,"Rolla, MO                                                   ",5,4,2,2,0,0,0,,13,7,2,4,0,0
122,40660,"Rome, GA                                                    ",2,27,27,0,0,0,0,,160,160,0,0,0,0
999,40700,"Roseburg, OR                                                ",5,15,13,2,0,0,0,,79,69,10,0,0,0
999,40740,"Roswell, NM                                                 ",5,7,7,0,0,0,0,,39,39,0,0,0,0
999,40760,"Ruidoso, NM                                                 ",5,16,16,0,0,0,0,,48,48,0,0,0,0
250,40770,"Russellville, AL                                            ",5,2,2,0,0,0,0,,8,8,0,0,0,0
999,40780,"Russellville, AR                                            ",5,5,5,0,0,0,0,,32,25,4,3,0,0
384,40820,"Ruston, LA                                                  ",5,13,13,0,0,0,0,,66,64,2,0,0,0
999,40860,"Rutland, VT                                                 ",5,17,12,0,0,5,1,,39,29,0,0,10,2
472,40900,"Sacramento-Roseville-Folsom, CA                             ",2,960,720,30,0,210,5,,4908,3769,136,16,987,24
999,40940,"Safford, AZ                                                 ",5,14,14,0,0,0,0,,86,72,6,8,0,0
474,40980,"Saginaw, MI                                                 ",2,10,10,0,0,0,0,,77,61,12,4,0,0
566,41400,"Salem, OH                                                   ",5,4,4,0,0,0,0,,14,14,0,0,0,0
440,41420,"Salem, OR                                                   ",2,69,69,0,0,0,0,,615,438,10,0,167,15
999,41460,"Salina, KS                                                  ",5,13,13,0,0,0,0,,48,48,0,0,0,0
999,41500,"Salinas, CA                                                 ",4,63,48,2,0,13,1,,259,210,6,0,43,3
480,41540,"Salisbury, MD                                               ",2,23,23,0,0,0,0,,86,76,2,8,0,0
482,41620,"Salt Lake City-Murray, UT                                   ",2,234,194,10,8,22,2,,2771,1315,34,60,1362,28
999,41660,"San Angelo, TX                                              ",4,19,19,0,0,0,0,,138,138,0,0,0,0
484,41700,"San Antonio-New Braunfels, TX                               ",2,963,799,2,0,162,21,,5280,4268,14,24,974,69
999,41740,"San Diego-Chula Vista-Carlsbad, CA                          ",4,968,363,32,14,559,16,,3838,1515,174,126,2023,94
488,41860,"San Francisco-Oakland-Fremont, CA                           ",2,1007,215,8,0,784,12,,3263,1043,28,15,2177,61
488,41940,"San Jose-Sunnyvale-Santa Clara, CA                          ",2,186,159,0,0,27,3,,1411,919,2,12,478,19
999,42020,"San Luis Obispo-Paso Robles, CA                             ",4,67,62,0,0,5,1,,268,257,2,4,5,1
999,41760,"Sandpoint, ID                                               ",5,13,5,4,4,0,0,,35,25,6,4,0,0
184,41780,"Sandusky, OH                                                ",2,18,18,0,0,0,0,,117,111,0,6,0,0
450,41820,"Sanford, NC                                                 ",5,56,56,0,0,0,0,,310,310,0,0,0,0
488,42100,"Santa Cruz-Watsonville, CA                                  ",2,35,25,0,0,10,2,,105,73,2,0,30,6
105,42140,"Santa Fe, NM                                                ",2,20,20,0,0,0,0,,111,111,0,0,0,0
999,42200,"Santa Maria-Santa Barbara, CA                               ",4,46,41,0,0,5,1,,531,181,0,0,350,36
999,42220,"Santa Rosa-Petaluma, CA                                     ",4,117,46,0,0,71,3,,468,316,0,8,144,9
999,42300,"Sault Ste. Marie, MI                                        ",5,12,12,0,0,0,0,,38,23,0,0,15,3
496,42340,"Savannah, GA                                                ",2,358,346,2,0,10,2,,1986,1543,16,4,423,17
999,42380,"Sayre, PA                                                   ",5,6,6,0,0,0,0,,27,27,0,0,0,0
999,42420,"Scottsbluff, NE                                             ",5,2,2,0,0,0,0,,9,9,0,0,0,0
174,42460,"Scottsboro, AL                                              ",5,5,5,0,0,0,0,,22,22,0,0,0,0
999,42540,"Scranton--Wilkes-Barre, PA                                  ",4,51,47,4,0,0,0,,245,228,12,0,5,1
999,42580,"Seaford, DE                                                 ",5,406,268,4,0,134,5,,1908,1536,40,0,332,17
340,42620,"Searcy, AR                                                  ",5,8,8,0,0,0,0,,93,93,0,0,0,0
500,42660,"Seattle-Tacoma-Bellevue, WA                                 ",2,848,508,66,44,230,14,,5296,2709,394,196,1997,91
370,42680,"Sebastian-Vero Beach-West Vero Corridor, FL                 ",2,12,10,2,0,0,0,,69,67,2,0,0,0
999,42700,"Sebring-, FL                                                ",4,108,94,14,0,0,0,,301,271,30,0,0,0
999,42740,"Sedalia, MO                                                 ",5,12,2,2,3,5,1,,47,9,4,9,25,5
146,42780,"Selinsgrove, PA                                             ",5,7,5,2,0,0,0,,31,27,4,0,0,0
388,42820,"Selma, AL                                                   ",5,1,1,0,0,0,0,,4,4,0,0,0,0
464,42900,"Seneca Falls, NY                                            ",5,5,5,0,0,0,0,,18,18,0,0,0,0
273,42860,"Seneca, SC                                                  ",5,67,62,0,0,5,1,,310,305,0,0,5,1
315,42940,"Sevierville, TN                                             ",5,116,99,4,0,13,2,,561,456,8,7,90,12
294,42980,"Seymour, IN                                                 ",5,12,12,0,0,0,0,,51,51,0,0,0,0
267,43020,"Shawano, WI                                                 ",5,17,17,0,0,0,0,,37,37,0,0,0,0
416,43060,"Shawnee, OK                                                 ",5,34,7,24,3,0,0,,91,58,30,3,0,0
999,43100,"Sheboygan, WI                                               ",4,19,17,2,0,0,0,,71,65,6,0,0,0
172,43140,"Shelby-Kings Mountain, NC                                   ",5,50,40,2,3,5,1,,258,172,8,6,72,7
400,43180,"Shelbyville, TN                                             ",5,31,31,0,0,0,0,,144,142,2,0,0,0
500,43220,"Shelton, WA                                                 ",5,17,17,0,0,0,0,,82,80,2,0,0,0
999,43260,"Sheridan, WY                                                ",5,30,30,0,0,0,0,,123,115,4,4,0,0
206,43300,"Sherman-Denison, TX                                         ",2,120,120,0,0,0,0,,825,519,6,0,300,4
999,43320,"Show Low, AZ                                                ",5,44,44,0,0,0,0,,222,204,6,12,0,0
508,43340,"Shreveport-Bossier City, LA                                 ",2,76,76,0,0,0,0,,398,398,0,0,0,0
212,43380,"Sidney, OH                                                  ",5,39,6,0,0,33,1,,299,29,10,20,240,10
999,43420,"Sierra Vista-Douglas, AZ                                    ",4,35,35,0,0,0,0,,201,193,0,8,0,0
164,43460,"Sikeston, MO                                                ",5,3,3,0,0,0,0,,33,31,2,0,0,0
512,43580,"Sioux City, IA-NE-SD                                        ",2,24,24,0,0,0,0,,198,104,8,10,76,4
999,43620,"Sioux Falls, SD-MN                                          ",4,180,131,0,0,49,2,,826,444,10,0,372,28
406,43640,"Slidell-Mandeville-Covington, LA                            ",2,100,100,0,0,0,0,,457,453,4,0,0,0
999,43660,"Snyder, TX                                                  ",5,0,0,0,0,0,0,,1,1,0,0,0,0
999,43700,"Somerset, KY                                                ",5,13,5,0,3,5,1,,41,9,0,3,29,4
306,43740,"Somerset, PA                                                ",5,4,4,0,0,0,0,,22,22,0,0,0,0
999,43760,"Sonora, CA                                                  ",5,35,35,0,0,0,0,,50,50,0,0,0,0
515,43780,"South Bend-Mishawaka, IN-MI                                 ",2,70,27,4,0,39,1,,210,165,6,0,39,1
317,43890,"Sparta, WI                                                  ",5,10,8,2,0,0,0,,46,36,10,0,0,0
273,43900,"Spartanburg, SC                                             ",2,425,425,0,0,0,0,,1931,1931,0,0,0,0
452,43940,"Spearfish, SD                                               ",5,24,24,0,0,0,0,,109,75,6,3,25,3
517,43980,"Spencer, IA                                                 ",5,2,2,0,0,0,0,,9,9,0,0,0,0
517,44020,"Spirit Lake, IA                                             ",5,62,27,0,0,35,7,,79,44,0,0,35,7
518,44060,"Spokane-Spokane Valley, WA                                  ",2,311,165,10,3,133,4,,1182,683,40,44,415,19
522,44100,"Springfield, IL                                             ",2,24,19,0,0,5,1,,91,74,12,0,5,1
521,44140,"Springfield, MA                                             ",2,24,22,2,0,0,0,,99,89,10,0,0,0
999,44180,"Springfield, MO                                             ",4,151,149,2,0,0,0,,822,636,28,10,148,1
212,44220,"Springfield, OH                                             ",2,16,16,0,0,0,0,,114,76,0,4,34,4
378,41060,"St. Cloud, MN                                               ",2,48,48,0,0,0,0,,296,176,0,0,120,5
999,41100,"St. George, UT                                              ",4,268,255,0,3,10,1,,1172,1062,0,6,104,7
312,41140,"St. Joseph, MO-KS                                           ",2,6,6,0,0,0,0,,33,31,2,0,0,0
476,41180,"St. Louis, MO-IL                                            ",2,469,351,26,14,78,7,,2484,1737,108,81,558,55
999,41260,"St. Marys, PA                                               ",5,2,2,0,0,0,0,,15,15,0,0,0,0
523,44260,"Starkville, MS                                              ",5,6,6,0,0,0,0,,24,24,0,0,0,0
524,44300,"State College, PA                                           ",2,34,34,0,0,0,0,,133,122,6,0,5,1
496,44340,"Statesboro, GA                                              ",5,86,77,6,3,0,0,,753,433,16,6,298,7
277,44420,"Staunton-Stuarts Draft, VA                                  ",2,83,36,0,0,47,2,,508,203,0,0,305,7
999,44460,"Steamboat Springs, CO                                       ",5,21,21,0,0,0,0,,68,68,0,0,0,0
999,44500,"Stephenville, TX                                            ",5,1,1,0,0,0,0,,21,1,4,0,16,2
999,44540,"Sterling, CO                                                ",5,1,1,0,0,0,0,,4,4,0,0,0,0
221,44580,"Sterling, IL                                                ",5,3,3,0,0,0,0,,9,9,0,0,0,0
554,44620,"Stevens Point-Plover, WI                                    ",5,13,11,2,0,0,0,,77,41,36,0,0,0
999,44660,"Stillwater, OK                                              ",5,12,12,0,0,0,0,,79,72,2,0,5,1
488,44700,"Stockton-Lodi, CA                                           ",2,195,195,0,0,0,0,,1249,1249,0,0,0,0
999,44740,"Storm Lake, IA                                              ",5,1,1,0,0,0,0,,5,5,0,0,0,0
310,44780,"Sturgis, MI                                                 ",5,20,9,0,0,11,2,,67,46,0,0,21,4
206,44860,"Sulphur Springs, TX                                         ",5,5,5,0,0,0,0,,32,32,0,0,0,0
174,44900,"Summerville, GA                                             ",5,1,1,0,0,0,0,,1,1,0,0,0,0
192,44940,"Sumter, SC                                                  ",2,32,30,2,0,0,0,,170,150,20,0,0,0
146,44980,"Sunbury, PA                                                 ",5,9,9,0,0,0,0,,32,32,0,0,0,0
999,45000,"Susanville, CA                                              ",5,0,0,0,0,0,0,,5,5,0,0,0,0
101,45020,"Sweetwater, TX                                              ",5,1,1,0,0,0,0,,6,6,0,0,0,0
532,45060,"Syracuse, NY                                                ",2,53,46,2,0,5,1,,264,218,6,0,40,6
999,45140,"Tahlequah, OK                                               ",5,4,2,2,0,0,0,,12,6,2,4,0,0
142,45180,"Talladega-Sylacauga, AL                                     ",5,2,2,0,0,0,0,,59,31,0,0,28,4
533,45220,"Tallahassee, FL                                             ",2,256,126,4,0,126,5,,1152,596,12,0,544,17
999,45300,"Tampa-St. Petersburg-Clearwater, FL                         ",4,2426,1336,4,0,1086,20,,9411,5790,62,127,3432,69
999,45340,"Taos, NM                                                    ",5,11,11,0,0,0,0,,52,52,0,0,0,0
522,45380,"Taylorville, IL                                             ",5,5,5,0,0,0,0,,14,14,0,0,0,0
999,45460,"Terre Haute, IN                                             ",4,171,171,0,0,0,0,,581,579,2,0,0,0
999,45500,"Texarkana, TX-AR                                            ",4,14,3,8,3,0,0,,89,35,48,6,0,0
