zip_code,metro,lat,lng,rent_growth_yoy_pct,rent_growth_3yr_avg_pct,market_trend,data_source,as_of_date,source_url
10052,New York,40.6472,-73.9063,1.8,1.43,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10053,New York,40.851,-74.0213,2.09,1.68,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10054,New York,40.6703,-74.059,1.66,1.43,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10055,New York,40.7919,-73.9193,2.03,1.68,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10056,New York,40.7687,-74.0027,1.54,1.87,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10057,New York,40.7865,-73.9435,1.93,1.47,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10058,New York,40.762,-74.0912,1.55,1.68,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10059,New York,40.8554,-73.9114,1.49,1.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10060,New York,40.7568,-73.9228,1.81,1.44,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10061,New York,40.6937,-74.1749,1.57,1.46,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10062,New York,40.6367,-73.8556,1.71,1.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10063,New York,40.7167,-73.9992,1.97,1.57,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10064,New York,40.6219,-74.1213,1.68,1.44,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10065,New York,40.6587,-73.9155,1.94,1.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10066,New York,40.8151,-73.837,2.06,1.92,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10067,New York,40.8289,-73.9201,1.49,1.99,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10068,New York,40.6768,-73.9826,1.82,1.6,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10069,New York,40.5917,-73.9744,1.93,1.51,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10070,New York,40.5835,-73.9129,1.8,1.45,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10071,New York,40.5696,-73.881,2.0,1.42,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10072,New York,40.6973,-73.8572,1.77,1.85,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10073,New York,40.6683,-73.8412,1.84,1.88,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10074,New York,40.6544,-73.9861,1.59,1.7,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10075,New York,40.8282,-73.9756,1.71,1.71,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10076,New York,40.5789,-73.8746,1.71,1.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10077,New York,40.8013,-73.9942,1.72,1.58,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10078,New York,40.7908,-74.0033,1.96,1.58,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10079,New York,40.5863,-74.0558,1.68,1.76,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
10080,New York,40.6942,-74.0887,1.9,1.59,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90001,Los Angeles,34.1214,-118.2314,2.25,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90002,Los Angeles,34.0392,-118.3354,1.74,2.02,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90003,Los Angeles,33.9029,-118.243,2.3,1.93,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90004,Los Angeles,34.1509,-118.1387,2.12,2.23,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90005,Los Angeles,33.9751,-118.415,1.73,1.82,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90006,Los Angeles,33.999,-118.3099,1.97,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90007,Los Angeles,34.0868,-118.1844,2.17,2.12,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90008,Los Angeles,34.0856,-118.2297,1.83,2.26,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90009,Los Angeles,34.1576,-118.2875,1.9,1.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90010,Los Angeles,33.948,-118.2617,1.94,2.3,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90011,Los Angeles,34.161,-118.072,2.08,2.0,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90012,Los Angeles,34.0257,-118.3151,2.13,2.31,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90013,Los Angeles,34.0993,-118.269,1.95,2.09,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90014,Los Angeles,33.9242,-118.2933,2.0,2.14,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90015,Los Angeles,34.1921,-118.1397,2.46,1.91,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90016,Los Angeles,34.1713,-118.2349,2.34,2.0,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90017,Los Angeles,34.1716,-118.1116,2.41,2.18,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90018,Los Angeles,33.9229,-118.1455,2.38,2.29,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90019,Los Angeles,33.9689,-118.1972,1.79,2.1,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90020,Los Angeles,33.9238,-118.0834,1.98,1.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90021,Los Angeles,34.1068,-118.1598,1.86,1.74,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90022,Los Angeles,34.0847,-118.1458,2.14,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90023,Los Angeles,34.1212,-118.3214,1.89,2.24,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90024,Los Angeles,33.9381,-118.3817,2.16,2.15,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90025,Los Angeles,34.1683,-118.421,2.15,2.33,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90026,Los Angeles,34.018,-118.0865,1.97,1.76,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90027,Los Angeles,34.0829,-118.2324,2.45,1.99,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90028,Los Angeles,34.0628,-118.3854,2.15,1.95,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90029,Los Angeles,33.9948,-118.3634,1.75,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90030,Los Angeles,33.9549,-118.1002,1.79,2.21,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90031,Los Angeles,34.0853,-118.1248,1.76,2.1,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90032,Los Angeles,34.0964,-118.3443,2.22,2.13,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90033,Los Angeles,34.0182,-118.3844,2.27,1.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90034,Los Angeles,33.9229,-118.1975,1.76,2.15,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90035,Los Angeles,34.1844,-118.1729,2.08,1.98,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90036,Los Angeles,34.0083,-118.1578,2.29,1.76,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90037,Los Angeles,33.9468,-118.3693,2.36,1.98,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90038,Los Angeles,34.0832,-118.4076,2.11,2.15,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90039,Los Angeles,33.9634,-118.0968,2.26,2.12,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90040,Los Angeles,34.1224,-118.2212,2.22,2.24,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90041,Los Angeles,34.1348,-118.2771,2.31,1.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90042,Los Angeles,34.0297,-118.2394,2.39,1.7,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90043,Los Angeles,34.1872,-118.1309,2.28,1.96,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90044,Los Angeles,34.0132,-118.1634,2.19,1.93,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90045,Los Angeles,34.1026,-118.1199,1.92,1.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90046,Los Angeles,33.9073,-118.1468,2.24,1.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90047,Los Angeles,34.1758,-118.0821,1.72,1.84,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90048,Los Angeles,34.1469,-118.2681,2.44,2.19,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90049,Los Angeles,34.0295,-118.4192,2.23,1.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90050,Los Angeles,34.0881,-118.0957,2.24,2.04,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90051,Los Angeles,34.0655,-118.4031,2.39,1.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90052,Los Angeles,34.0743,-118.1046,2.21,2.18,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90053,Los Angeles,33.9527,-118.2702,2.4,1.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90054,Los Angeles,34.0598,-118.2157,2.01,1.78,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90055,Los Angeles,34.0001,-118.2148,2.26,2.13,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90056,Los Angeles,34.0884,-118.3838,2.31,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90057,Los Angeles,34.1417,-118.4208,2.41,1.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90058,Los Angeles,33.9248,-118.1827,2.25,1.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90059,Los Angeles,34.0479,-118.173,1.72,2.24,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90060,Los Angeles,34.1424,-118.228,1.96,2.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90061,Los Angeles,34.0107,-118.2141,2.32,2.29,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90062,Los Angeles,33.9245,-118.0951,1.74,1.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90063,Los Angeles,33.9377,-118.2025,2.03,1.75,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90064,Los Angeles,34.0515,-118.3478,2.06,2.07,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90065,Los Angeles,34.0036,-118.3985,2.17,1.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90066,Los Angeles,33.9078,-118.0645,1.91,2.09,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90067,Los Angeles,34.0193,-118.2298,2.02,1.75,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90068,Los Angeles,34.1604,-118.0666,2.3,2.21,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90069,Los Angeles,34.1507,-118.2329,2.29,1.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90070,Los Angeles,34.1998,-118.1668,1.92,2.35,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90071,Los Angeles,33.9779,-118.1879,1.88,2.14,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90072,Los Angeles,33.9839,-118.106,1.91,1.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90073,Los Angeles,33.9542,-118.391,2.12,2.02,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90074,Los Angeles,34.0595,-118.3353,1.83,2.06,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90075,Los Angeles,34.0552,-118.1555,2.07,1.84,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90076,Los Angeles,34.1445,-118.2757,2.26,2.26,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90077,Los Angeles,34.1051,-118.3696,1.77,1.65,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90078,Los Angeles,34.1916,-118.2034,2.04,2.23,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90079,Los Angeles,33.9753,-118.3549,1.88,1.88,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
90080,Los Angeles,33.9908,-118.0727,1.78,2.17,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60601,Chicago,41.8072,-87.7025,2.67,3.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60602,Chicago,41.7627,-87.717,3.15,2.64,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60603,Chicago,41.8959,-87.4839,2.66,2.35,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60604,Chicago,41.9676,-87.6706,2.61,2.23,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60605,Chicago,41.8354,-87.5089,2.77,2.54,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60606,Chicago,41.9104,-87.512,2.38,2.7,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60607,Chicago,41.7836,-87.7617,3.22,2.19,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60608,Chicago,41.9675,-87.5971,2.73,2.95,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60609,Chicago,41.9584,-87.4849,2.91,2.44,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60610,Chicago,41.9527,-87.7464,2.4,2.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60611,Chicago,41.9986,-87.533,3.17,2.95,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60612,Chicago,41.8096,-87.6634,2.67,3.13,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60613,Chicago,42.0224,-87.483,3.11,2.22,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60614,Chicago,41.8415,-87.5368,2.78,2.52,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60615,Chicago,41.8751,-87.7045,2.96,2.9,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60616,Chicago,41.8192,-87.6943,3.02,2.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60617,Chicago,41.7678,-87.4937,3.19,2.62,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60618,Chicago,41.823,-87.5055,2.31,2.97,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60619,Chicago,41.9999,-87.8035,2.39,2.89,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60620,Chicago,41.7287,-87.5826,2.86,2.48,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60621,Chicago,41.8316,-87.6411,2.99,2.35,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60622,Chicago,41.8746,-87.6585,2.56,2.6,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60623,Chicago,41.7497,-87.4588,2.7,2.54,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60624,Chicago,41.8158,-87.6753,3.1,2.51,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60625,Chicago,41.7448,-87.6703,2.88,2.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60626,Chicago,41.893,-87.7586,3.27,2.85,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60627,Chicago,41.994,-87.7613,2.3,2.76,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60628,Chicago,41.9111,-87.4579,2.43,2.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60629,Chicago,41.7587,-87.7174,2.96,2.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60630,Chicago,41.9099,-87.7597,2.42,3.05,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60631,Chicago,41.7453,-87.7891,3.09,2.77,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60632,Chicago,41.7612,-87.4761,2.94,2.83,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60633,Chicago,41.7567,-87.7062,3.08,2.36,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60634,Chicago,41.7451,-87.692,2.41,2.41,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60635,Chicago,41.7298,-87.641,2.97,3.03,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60636,Chicago,41.8036,-87.5102,2.38,2.79,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60637,Chicago,41.8807,-87.4958,2.79,2.24,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60638,Chicago,41.9056,-87.6452,2.73,2.69,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60639,Chicago,42.0167,-87.7278,2.72,2.22,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60640,Chicago,41.7747,-87.5077,2.91,3.11,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60641,Chicago,41.8668,-87.4603,2.93,2.56,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60642,Chicago,41.8879,-87.7336,2.51,2.72,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60643,Chicago,41.8464,-87.6119,3.29,3.01,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60644,Chicago,42.0268,-87.5098,2.34,2.86,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60645,Chicago,41.9197,-87.5425,2.38,2.95,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60646,Chicago,41.8791,-87.4616,3.04,2.31,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60647,Chicago,41.8829,-87.7851,2.89,3.01,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60648,Chicago,41.9674,-87.5685,2.49,2.56,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60649,Chicago,42.02,-87.6902,2.57,2.92,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
60650,Chicago,41.8255,-87.751,2.96,2.85,Stable,CoStar/Yardi Matrix,2025-Q4,https://www.costar.com/multifamily
