zip_code,metro,lat,lng,pct_age_25_34,pct_age_18_34,college_educated_pct,data_source,as_of_date,source_url
90003,Los Angeles,33.9029,-118.243,14.8,23.43,33.01,US Census ACS,2023,https://data.census.gov
90004,Los Angeles,34.1509,-118.1387,13.85,23.4,41.24,US Census ACS,2023,https://data.census.gov
90005,Los Angeles,33.9751,-118.415,13.09,22.27,32.07,US Census ACS,2023,https://data.census.gov
90006,Los Angeles,33.999,-118.3099,13.34,20.39,36.16,US Census ACS,2023,https://data.census.gov
90007,Los Angeles,34.0868,-118.1844,15.88,18.92,32.32,US Census ACS,2023,https://data.census.gov
90008,Los Angeles,34.0856,-118.2297,12.73,24.28,42.44,US Census ACS,2023,https://data.census.gov
90009,Los Angeles,34.1576,-118.2875,12.08,24.95,42.11,US Census ACS,2023,https://data.census.gov
90010,Los Angeles,33.948,-118.2617,16.22,19.1,37.22,US Census ACS,2023,https://data.census.gov
90011,Los Angeles,34.161,-118.072,14.76,23.24,41.91,US Census ACS,2023,https://data.census.gov
90012,Los Angeles,34.0257,-118.3151,14.96,18.88,35.47,US Census ACS,2023,https://data.census.gov
90013,Los Angeles,34.0993,-118.269,16.41,24.0,44.69,US Census ACS,2023,https://data.census.gov
90014,Los Angeles,33.9242,-118.2933,12.63,24.17,32.3,US Census ACS,2023,https://data.census.gov
90015,Los Angeles,34.1921,-118.1397,14.16,18.57,36.67,US Census ACS,2023,https://data.census.gov
90016,Los Angeles,34.1713,-118.2349,12.7,21.47,43.89,US Census ACS,2023,https://data.census.gov
90017,Los Angeles,34.1716,-118.1116,14.44,18.79,44.1,US Census ACS,2023,https://data.census.gov
90018,Los Angeles,33.9229,-118.1455,12.68,21.19,36.46,US Census ACS,2023,https://data.census.gov
90019,Los Angeles,33.9689,-118.1972,16.47,24.05,36.42,US Census ACS,2023,https://data.census.gov
90020,Los Angeles,33.9238,-118.0834,13.51,18.62,33.5,US Census ACS,2023,https://data.census.gov
90021,Los Angeles,34.1068,-118.1598,12.09,22.52,42.33,US Census ACS,2023,https://data.census.gov
90022,Los Angeles,34.0847,-118.1458,15.91,22.29,36.76,US Census ACS,2023,https://data.census.gov
90023,Los Angeles,34.1212,-118.3214,15.87,19.13,43.06,US Census ACS,2023,https://data.census.gov
90024,Los Angeles,33.9381,-118.3817,12.47,22.51,40.7,US Census ACS,2023,https://data.census.gov
90025,Los Angeles,34.1683,-118.421,14.74,22.99,40.9,US Census ACS,2023,https://data.census.gov
90026,Los Angeles,34.018,-118.0865,14.28,20.53,43.83,US Census ACS,2023,https://data.census.gov
90027,Los Angeles,34.0829,-118.2324,15.52,18.62,34.3,US Census ACS,2023,https://data.census.gov
90028,Los Angeles,34.0628,-118.3854,16.22,24.78,38.2,US Census ACS,2023,https://data.census.gov
90029,Los Angeles,33.9948,-118.3634,11.71,20.59,45.26,US Census ACS,2023,https://data.census.gov
90030,Los Angeles,33.9549,-118.1002,11.86,25.18,37.35,US Census ACS,2023,https://data.census.gov
90031,Los Angeles,34.0853,-118.1248,14.5,21.34,38.68,US Census ACS,2023,https://data.census.gov
90032,Los Angeles,34.0964,-118.3443,14.22,20.23,40.94,US Census ACS,2023,https://data.census.gov
90033,Los Angeles,34.0182,-118.3844,16.0,21.84,33.41,US Census ACS,2023,https://data.census.gov
90034,Los Angeles,33.9229,-118.1975,15.56,21.5,44.0,US Census ACS,2023,https://data.census.gov
90035,Los Angeles,34.1844,-118.1729,16.02,25.96,38.13,US Census ACS,2023,https://data.census.gov
90036,Los Angeles,34.0083,-118.1578,12.73,20.5,37.53,US Census ACS,2023,https://data.census.gov
90037,Los Angeles,33.9468,-118.3693,14.53,19.75,32.78,US Census ACS,2023,https://data.census.gov
90038,Los Angeles,34.0832,-118.4076,15.77,24.06,33.89,US Census ACS,2023,https://data.census.gov
90039,Los Angeles,33.9634,-118.0968,14.22,21.17,39.47,US Census ACS,2023,https://data.census.gov
90040,Los Angeles,34.1224,-118.2212,16.66,25.06,34.22,US Census ACS,2023,https://data.census.gov
90041,Los Angeles,34.1348,-118.2771,15.32,22.49,32.08,US Census ACS,2023,https://data.census.gov
90042,Los Angeles,34.0297,-118.2394,16.45,21.79,40.97,US Census ACS,2023,https://data.census.gov
90043,Los Angeles,34.1872,-118.1309,16.66,21.53,36.4,US Census ACS,2023,https://data.census.gov
90044,Los Angeles,34.0132,-118.1634,13.44,19.11,32.9,US Census ACS,2023,https://data.census.gov
90045,Los Angeles,34.1026,-118.1199,12.71,26.09,32.66,US Census ACS,2023,https://data.census.gov
90046,Los Angeles,33.9073,-118.1468,14.86,21.02,34.04,US Census ACS,2023,https://data.census.gov
90047,Los Angeles,34.1758,-118.0821,12.81,24.54,34.78,US Census ACS,2023,https://data.census.gov
90048,Los Angeles,34.1469,-118.2681,15.43,22.61,40.67,US Census ACS,2023,https://data.census.gov
90049,Los Angeles,34.0295,-118.4192,15.52,21.07,32.23,US Census ACS,2023,https://data.census.gov
90050,Los Angeles,34.0881,-118.0957,16.56,26.22,43.6,US Census ACS,2023,https://data.census.gov
90051,Los Angeles,34.0655,-118.4031,15.04,26.03,44.9,US Census ACS,2023,https://data.census.gov
90052,Los Angeles,34.0743,-118.1046,12.48,26.08,35.79,US Census ACS,2023,https://data.census.gov
90053,Los Angeles,33.9527,-118.2702,14.43,19.84,33.15,US Census ACS,2023,https://data.census.gov
90054,Los Angeles,34.0598,-118.2157,13.35,23.67,43.09,US Census ACS,2023,https://data.census.gov
90055,Los Angeles,34.0001,-118.2148,15.75,22.55,40.6,US Census ACS,2023,https://data.census.gov
90056,Los Angeles,34.0884,-118.3838,12.38,24.11,41.43,US Census ACS,2023,https://data.census.gov
90057,Los Angeles,34.1417,-118.4208,12.81,19.59,36.99,US Census ACS,2023,https://data.census.gov
90058,Los Angeles,33.9248,-118.1827,13.82,24.16,39.28,US Census ACS,2023,https://data.census.gov
90059,Los Angeles,34.0479,-118.173,12.0,19.46,40.75,US Census ACS,2023,https://data.census.gov
90060,Los Angeles,34.1424,-118.228,14.69,21.5,32.54,US Census ACS,2023,https://data.census.gov
90061,Los Angeles,34.0107,-118.2141,13.34,18.5,36.12,US Census ACS,2023,https://data.census.gov
90062,Los Angeles,33.9245,-118.0951,16.71,23.77,32.34,US Census ACS,2023,https://data.census.gov
90063,Los Angeles,33.9377,-118.2025,14.83,20.52,34.88,US Census ACS,2023,https://data.census.gov
90064,Los Angeles,34.0515,-118.3478,12.87,22.93,35.64,US Census ACS,2023,https://data.census.gov
90065,Los Angeles,34.0036,-118.3985,15.35,22.67,45.03,US Census ACS,2023,https://data.census.gov
90066,Los Angeles,33.9078,-118.0645,14.3,23.08,43.58,US Census ACS,2023,https://data.census.gov
90067,Los Angeles,34.0193,-118.2298,14.78,22.46,44.96,US Census ACS,2023,https://data.census.gov
90068,Los Angeles,34.1604,-118.0666,15.63,21.1,35.06,US Census ACS,2023,https://data.census.gov
90069,Los Angeles,34.1507,-118.2329,16.23,21.73,40.58,US Census ACS,2023,https://data.census.gov
90070,Los Angeles,34.1998,-118.1668,13.41,24.07,33.08,US Census ACS,2023,https://data.census.gov
90071,Los Angeles,33.9779,-118.1879,13.09,20.39,42.28,US Census ACS,2023,https://data.census.gov
90072,Los Angeles,33.9839,-118.106,11.82,22.89,41.38,US Census ACS,2023,https://data.census.gov
90073,Los Angeles,33.9542,-118.391,16.22,20.36,41.3,US Census ACS,2023,https://data.census.gov
90074,Los Angeles,34.0595,-118.3353,13.61,18.93,32.63,US Census ACS,2023,https://data.census.gov
90075,Los Angeles,34.0552,-118.1555,16.19,22.09,31.74,US Census ACS,2023,https://data.census.gov
90076,Los Angeles,34.1445,-118.2757,14.5,21.18,35.03,US Census ACS,2023,https://data.census.gov
90077,Los Angeles,34.1051,-118.3696,14.66,22.54,41.88,US Census ACS,2023,https://data.census.gov
90078,Los Angeles,34.1916,-118.2034,12.84,18.63,34.29,US Census ACS,2023,https://data.census.gov
90079,Los Angeles,33.9753,-118.3549,13.4,19.87,35.02,US Census ACS,2023,https://data.census.gov
90080,Los Angeles,33.9908,-118.0727,16.71,24.59,32.21,US Census ACS,2023,https://data.census.gov
60601,Chicago,41.8072,-87.7025,13.81,25.96,39.5,US Census ACS,2023,https://data.census.gov
60602,Chicago,41.7627,-87.717,15.93,18.97,34.16,US Census ACS,2023,https://data.census.gov
60603,Chicago,41.8959,-87.4839,16.31,19.52,45.41,US Census ACS,2023,https://data.census.gov
60604,Chicago,41.9676,-87.6706,16.42,18.9,36.83,US Census ACS,2023,https://data.census.gov
60605,Chicago,41.8354,-87.5089,12.98,19.5,40.76,US Census ACS,2023,https://data.census.gov
60606,Chicago,41.9104,-87.512,14.17,21.35,42.69,US Census ACS,2023,https://data.census.gov
60607,Chicago,41.7836,-87.7617,11.98,19.0,33.71,US Census ACS,2023,https://data.census.gov
60608,Chicago,41.9675,-87.5971,12.01,25.92,39.81,US Census ACS,2023,https://data.census.gov
60609,Chicago,41.9584,-87.4849,12.71,21.26,35.32,US Census ACS,2023,https://data.census.gov
60610,Chicago,41.9527,-87.7464,15.55,26.3,43.0,US Census ACS,2023,https://data.census.gov
60611,Chicago,41.9986,-87.533,14.43,21.59,39.04,US Census ACS,2023,https://data.census.gov
60612,Chicago,41.8096,-87.6634,13.21,20.16,36.43,US Census ACS,2023,https://data.census.gov
60613,Chicago,42.0224,-87.483,15.19,19.03,36.51,US Census ACS,2023,https://data.census.gov
60614,Chicago,41.8415,-87.5368,13.43,22.25,32.8,US Census ACS,2023,https://data.census.gov
60615,Chicago,41.8751,-87.7045,16.25,18.64,40.11,US Census ACS,2023,https://data.census.gov
60616,Chicago,41.8192,-87.6943,16.31,24.95,32.67,US Census ACS,2023,https://data.census.gov
60617,Chicago,41.7678,-87.4937,15.0,20.94,33.51,US Census ACS,2023,https://data.census.gov
60618,Chicago,41.823,-87.5055,13.54,22.09,37.99,US Census ACS,2023,https://data.census.gov
60619,Chicago,41.9999,-87.8035,16.12,21.54,38.76,US Census ACS,2023,https://data.census.gov
60620,Chicago,41.7287,-87.5826,15.74,19.38,44.0,US Census ACS,2023,https://data.census.gov
60621,Chicago,41.8316,-87.6411,11.83,18.46,40.18,US Census ACS,2023,https://data.census.gov
60622,Chicago,41.8746,-87.6585,15.7,26.43,37.75,US Census ACS,2023,https://data.census.gov
60623,Chicago,41.7497,-87.4588,11.85,19.36,40.79,US Census ACS,2023,https://data.census.gov
60624,Chicago,41.8158,-87.6753,13.02,19.5,36.12,US Census ACS,2023,https://data.census.gov
60625,Chicago,41.7448,-87.6703,16.56,18.66,35.73,US Census ACS,2023,https://data.census.gov
60626,Chicago,41.893,-87.7586,16.34,19.13,33.35,US Census ACS,2023,https://data.census.gov
60627,Chicago,41.994,-87.7613,14.61,19.59,33.55,US Census ACS,2023,https://data.census.gov
60628,Chicago,41.9111,-87.4579,14.5,25.43,33.42,US Census ACS,2023,https://data.census.gov
60629,Chicago,41.7587,-87.7174,15.23,19.42,35.0,US Census ACS,2023,https://data.census.gov
60630,Chicago,41.9099,-87.7597,16.73,20.8,41.37,US Census ACS,2023,https://data.census.gov
60631,Chicago,41.7453,-87.7891,13.74,19.79,32.13,US Census ACS,2023,https://data.census.gov
60632,Chicago,41.7612,-87.4761,14.04,20.35,44.92,US Census ACS,2023,https://data.census.gov
60633,Chicago,41.7567,-87.7062,13.88,20.85,41.58,US Census ACS,2023,https://data.census.gov
60634,Chicago,41.7451,-87.692,14.01,22.03,41.62,US Census ACS,2023,https://data.census.gov
60635,Chicago,41.7298,-87.641,14.65,24.67,37.0,US Census ACS,2023,https://data.census.gov
60636,Chicago,41.8036,-87.5102,14.19,25.25,35.48,US Census ACS,2023,https://data.census.gov
60637,Chicago,41.8807,-87.4958,14.74,25.82,41.22,US Census ACS,2023,https://data.census.gov
60638,Chicago,41.9056,-87.6452,12.34,24.74,33.75,US Census ACS,2023,https://data.census.gov
60639,Chicago,42.0167,-87.7278,13.25,24.85,39.06,US Census ACS,2023,https://data.census.gov
60640,Chicago,41.7747,-87.5077,15.28,20.87,33.28,US Census ACS,2023,https://data.census.gov
60641,Chicago,41.8668,-87.4603,13.64,18.8,31.79,US Census ACS,2023,https://data.census.gov
60642,Chicago,41.8879,-87.7336,12.88,24.14,43.31,US Census ACS,2023,https://data.census.gov
60643,Chicago,41.8464,-87.6119,12.29,22.11,34.15,US Census ACS,2023,https://data.census.gov
60644,Chicago,42.0268,-87.5098,14.09,24.25,34.41,US Census ACS,2023,https://data.census.gov
60645,Chicago,41.9197,-87.5425,13.64,21.18,33.89,US Census ACS,2023,https://data.census.gov
60646,Chicago,41.8791,-87.4616,15.7,23.54,38.66,US Census ACS,2023,https://data.census.gov
60647,Chicago,41.8829,-87.7851,16.58,21.37,33.94,US Census ACS,2023,https://data.census.gov
60648,Chicago,41.9674,-87.5685,13.59,21.6,32.29,US Census ACS,2023,https://data.census.gov
60649,Chicago,42.02,-87.6902,13.09,24.12,34.12,US Census ACS,2023,https://data.census.gov
60650,Chicago,41.8255,-87.751,14.43,23.82,42.84,US Census ACS,2023,https://data.census.gov
60651,Chicago,41.969,-87.4976,15.33,25.14,34.11,US Census ACS,2023,https://data.census.gov
60652,Chicago,41.9804,-87.6468,14.1,19.19,45.01,US Census ACS,2023,https://data.census.gov
60653,Chicago,41.7616,-87.5119,16.02,23.09,38.22,US Census ACS,2023,https://data.census.gov
60654,Chicago,41.9076,-87.7347,13.66,23.54,39.92,US Census ACS,2023,https://data.census.gov
60655,Chicago,41.9484,-87.7766,14.7,21.04,38.28,US Census ACS,2023,https://data.census.gov
60656,Chicago,41.991,-87.714,14.23,19.61,42.05,US Census ACS,2023,https://data.census.gov
60657,Chicago,41.868,-87.6822,11.86,19.26,43.66,US Census ACS,2023,https://data.census.gov
60658,Chicago,41.9236,-87.6054,12.2,21.95,32.62,US Census ACS,2023,https://data.census.gov
60659,Chicago,41.9055,-87.4745,15.58,26.35,44.41,US Census ACS,2023,https://data.census.gov
60660,Chicago,41.8173,-87.7665,13.89,18.49,41.3,US Census ACS,2023,https://data.census.gov
77001,Houston,29.6917,-95.326,16.28,19.67,36.18,US Census ACS,2023,https://data.census.gov
77002,Houston,29.6157,-95.3071,13.78,25.46,40.38,US Census ACS,2023,https://data.census.gov
77003,Houston,29.8466,-95.4814,15.23,24.99,39.13,US Census ACS,2023,https://data.census.gov
77004,Houston,29.8623,-95.3853,16.45,26.51,34.97,US Census ACS,2023,https://data.census.gov
77005,Houston,29.7669,-95.3295,12.44,24.27,42.32,US Census ACS,2023,https://data.census.gov
77006,Houston,29.8467,-95.3418,14.9,22.17,39.97,US Census ACS,2023,https://data.census.gov
77007,Houston,29.6131,-95.3485,14.76,24.55,44.94,US Census ACS,2023,https://data.census.gov
77008,Houston,29.6244,-95.4477,13.5,23.37,32.91,US Census ACS,2023,https://data.census.gov
77009,Houston,29.9088,-95.3015,12.75,23.93,36.41,US Census ACS,2023,https://data.census.gov
77010,Houston,29.7477,-95.3275,12.32,22.19,39.39,US Census ACS,2023,https://data.census.gov
77011,Houston,29.8815,-95.2784,11.79,21.65,44.92,US Census ACS,2023,https://data.census.gov
77012,Houston,29.6888,-95.3084,13.3,23.35,35.0,US Census ACS,2023,https://data.census.gov
77013,Houston,29.6306,-95.3437,13.34,18.71,35.12,US Census ACS,2023,https://data.census.gov
77014,Houston,29.8647,-95.4386,13.76,22.69,42.67,US Census ACS,2023,https://data.census.gov
77015,Houston,29.7156,-95.5347,14.12,25.96,38.86,US Census ACS,2023,https://data.census.gov
77016,Houston,29.8395,-95.4703,15.58,26.42,33.77,US Census ACS,2023,https://data.census.gov
77017,Houston,29.7942,-95.5358,16.72,24.95,44.68,US Census ACS,2023,https://data.census.gov
77018,Houston,29.614,-95.3916,15.28,20.59,31.73,US Census ACS,2023,https://data.census.gov
77019,Houston,29.7373,-95.4333,14.74,22.14,36.5,US Census ACS,2023,https://data.census.gov
77020,Houston,29.6881,-95.2791,14.46,21.84,43.17,US Census ACS,2023,https://data.census.gov
77021,Houston,29.8884,-95.316,14.08,18.81,32.39,US Census ACS,2023,https://data.census.gov
77022,Houston,29.7545,-95.3964,12.92,22.92,32.87,US Census ACS,2023,https://data.census.gov
77023,Houston,29.7969,-95.297,15.86,24.38,33.35,US Census ACS,2023,https://data.census.gov
77024,Houston,29.8002,-95.1947,12.82,24.53,39.17,US Census ACS,2023,https://data.census.gov
77025,Houston,29.776,-95.3977,13.12,21.81,33.66,US Census ACS,2023,https://data.census.gov
77026,Houston,29.6192,-95.2907,12.54,23.83,45.02,US Census ACS,2023,https://data.census.gov
77027,Houston,29.8782,-95.3682,13.39,22.67,32.26,US Census ACS,2023,https://data.census.gov
77028,Houston,29.7631,-95.3391,12.93,20.69,36.11,US Census ACS,2023,https://data.census.gov
77029,Houston,29.8845,-95.5273,14.53,18.89,32.07,US Census ACS,2023,https://data.census.gov
77030,Houston,29.825,-95.4896,12.44,22.29,37.38,US Census ACS,2023,https://data.census.gov
77031,Houston,29.6834,-95.4352,14.91,25.54,35.67,US Census ACS,2023,https://data.census.gov
77032,Houston,29.7184,-95.1915,15.59,20.15,39.99,US Census ACS,2023,https://data.census.gov
77033,Houston,29.6612,-95.3171,12.28,18.5,36.62,US Census ACS,2023,https://data.census.gov
77034,Houston,29.7844,-95.394,14.46,22.35,42.09,US Census ACS,2023,https://data.census.gov
77035,Houston,29.7679,-95.3761,16.01,24.52,38.93,US Census ACS,2023,https://data.census.gov
77036,Houston,29.84,-95.2991,13.65,26.07,33.3,US Census ACS,2023,https://data.census.gov
77037,Houston,29.6624,-95.2271,16.02,24.5,39.13,US Census ACS,2023,https://data.census.gov
77038,Houston,29.7191,-95.3538,15.71,19.58,40.96,US Census ACS,2023,https://data.census.gov
77039,Houston,29.8859,-95.3262,11.66,25.55,39.49,US Census ACS,2023,https://data.census.gov
77040,Houston,29.8035,-95.265,12.18,25.61,33.63,US Census ACS,2023,https://data.census.gov
77041,Houston,29.6945,-95.3577,12.38,25.47,34.15,US Census ACS,2023,https://data.census.gov
77042,Houston,29.7941,-95.3364,16.4,18.49,44.36,US Census ACS,2023,https://data.census.gov
77043,Houston,29.8216,-95.2114,13.77,20.13,33.48,US Census ACS,2023,https://data.census.gov
77044,Houston,29.6706,-95.2427,16.62,24.23,40.05,US Census ACS,2023,https://data.census.gov
77045,Houston,29.6475,-95.4786,15.55,24.76,43.1,US Census ACS,2023,https://data.census.gov
77046,Houston,29.7142,-95.2791,16.46,24.39,34.47,US Census ACS,2023,https://data.census.gov
77047,Houston,29.6122,-95.2381,14.68,24.75,32.59,US Census ACS,2023,https://data.census.gov
77048,Houston,29.6742,-95.43,12.05,24.15,34.82,US Census ACS,2023,https://data.census.gov
77049,Houston,29.7632,-95.4358,15.21,23.92,34.14,US Census ACS,2023,https://data.census.gov
77050,Houston,29.7323,-95.3053,12.32,25.59,36.15,US Census ACS,2023,https://data.census.gov
77051,Houston,29.6459,-95.3738,16.23,18.69,42.86,US Census ACS,2023,https://data.census.gov
77052,Houston,29.6681,-95.342,13.47,22.15,40.4,US Census ACS,2023,https://data.census.gov
77053,Houston,29.7597,-95.3379,15.66,26.28,37.55,US Census ACS,2023,https://data.census.gov
77054,Houston,29.6752,-95.3449,14.76,22.76,32.43,US Census ACS,2023,https://data.census.gov
77055,Houston,29.8998,-95.1999,11.96,26.19,33.71,US Census ACS,2023,https://data.census.gov
85001,Phoenix,33.4865,-112.0511,15.44,19.1,32.28,US Census ACS,2023,https://data.census.gov
85002,Phoenix,33.5169,-112.2465,14.91,22.57,41.83,US Census ACS,2023,https://data.census.gov
85003,Phoenix,33.4488,-112.2494,12.93,20.71,40.31,US Census ACS,2023,https://data.census.gov
85004,Phoenix,33.4699,-112.0968,13.76,25.5,33.05,US Census ACS,2023,https://data.census.gov
