zip_code,metro,lat,lng,occupancy_rate_pct,vacancy_rate_pct,market_tightness,data_source,as_of_date,source_url
10053,New York,40.851,-74.0213,89.16,4.41,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10054,New York,40.6703,-74.059,104.73,15.32,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10055,New York,40.7919,-73.9193,109.73,10.14,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10056,New York,40.7687,-74.0027,94.19,4.82,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10057,New York,40.7865,-73.9435,102.67,-0.35,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10058,New York,40.762,-74.0912,95.71,8.79,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10059,New York,40.8554,-73.9114,98.65,20.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10060,New York,40.7568,-73.9228,106.77,-10.0,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10061,New York,40.6937,-74.1749,88.55,-2.26,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10062,New York,40.6367,-73.8556,89.21,11.76,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10063,New York,40.7167,-73.9992,97.24,20.09,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10064,New York,40.6219,-74.1213,93.75,-8.79,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10065,New York,40.6587,-73.9155,110.98,-11.29,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10066,New York,40.8151,-73.837,111.04,-7.78,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10067,New York,40.8289,-73.9201,111.49,8.34,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10068,New York,40.6768,-73.9826,105.25,-11.84,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10069,New York,40.5917,-73.9744,96.15,-2.61,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10070,New York,40.5835,-73.9129,88.48,-3.21,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10071,New York,40.5696,-73.881,90.75,-4.52,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10072,New York,40.6973,-73.8572,86.38,18.12,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10073,New York,40.6683,-73.8412,79.21,5.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10074,New York,40.6544,-73.9861,85.46,6.24,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10075,New York,40.8282,-73.9756,94.38,-11.6,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10076,New York,40.5789,-73.8746,102.17,19.43,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10077,New York,40.8013,-73.9942,86.61,10.78,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10078,New York,40.7908,-74.0033,108.44,19.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10079,New York,40.5863,-74.0558,102.27,14.25,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
10080,New York,40.6942,-74.0887,110.45,18.81,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90001,Los Angeles,34.1214,-118.2314,95.88,2.24,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90002,Los Angeles,34.0392,-118.3354,111.0,8.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90003,Los Angeles,33.9029,-118.243,94.03,17.05,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90004,Los Angeles,34.1509,-118.1387,108.91,0.29,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90005,Los Angeles,33.9751,-118.415,105.1,-9.8,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90006,Los Angeles,33.999,-118.3099,103.02,14.09,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90007,Los Angeles,34.0868,-118.1844,92.12,20.64,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90008,Los Angeles,34.0856,-118.2297,100.74,16.72,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90009,Los Angeles,34.1576,-118.2875,103.17,-2.44,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90010,Los Angeles,33.948,-118.2617,98.56,9.05,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90011,Los Angeles,34.161,-118.072,97.66,-8.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90012,Los Angeles,34.0257,-118.3151,85.61,12.48,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90013,Los Angeles,34.0993,-118.269,80.18,12.83,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90014,Los Angeles,33.9242,-118.2933,96.43,-8.52,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90015,Los Angeles,34.1921,-118.1397,84.69,0.02,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90016,Los Angeles,34.1713,-118.2349,89.62,-9.52,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90017,Los Angeles,34.1716,-118.1116,99.92,-9.51,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90018,Los Angeles,33.9229,-118.1455,97.05,-7.76,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90019,Los Angeles,33.9689,-118.1972,83.53,-2.61,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90020,Los Angeles,33.9238,-118.0834,110.56,12.75,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90021,Los Angeles,34.1068,-118.1598,101.16,-3.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90022,Los Angeles,34.0847,-118.1458,79.86,10.21,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90023,Los Angeles,34.1212,-118.3214,103.62,-10.03,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90024,Los Angeles,33.9381,-118.3817,103.23,3.71,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90025,Los Angeles,34.1683,-118.421,89.94,-3.78,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90026,Los Angeles,34.018,-118.0865,89.11,17.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90027,Los Angeles,34.0829,-118.2324,107.56,14.26,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90028,Los Angeles,34.0628,-118.3854,88.72,-12.27,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90029,Los Angeles,33.9948,-118.3634,87.21,-4.49,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90030,Los Angeles,33.9549,-118.1002,102.36,-2.33,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90031,Los Angeles,34.0853,-118.1248,102.61,8.37,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90032,Los Angeles,34.0964,-118.3443,82.13,12.93,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90033,Los Angeles,34.0182,-118.3844,83.84,10.06,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90034,Los Angeles,33.9229,-118.1975,103.43,8.97,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90035,Los Angeles,34.1844,-118.1729,109.68,9.84,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90036,Los Angeles,34.0083,-118.1578,87.76,-12.58,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90037,Los Angeles,33.9468,-118.3693,81.69,4.67,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90038,Los Angeles,34.0832,-118.4076,112.62,7.31,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90039,Los Angeles,33.9634,-118.0968,109.78,12.98,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90040,Los Angeles,34.1224,-118.2212,87.03,9.21,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90041,Los Angeles,34.1348,-118.2771,84.87,-10.45,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90042,Los Angeles,34.0297,-118.2394,111.94,-1.07,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90043,Los Angeles,34.1872,-118.1309,81.06,16.61,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90044,Los Angeles,34.0132,-118.1634,101.17,-6.14,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90045,Los Angeles,34.1026,-118.1199,100.06,10.36,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90046,Los Angeles,33.9073,-118.1468,89.7,-9.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90047,Los Angeles,34.1758,-118.0821,103.42,0.49,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90048,Los Angeles,34.1469,-118.2681,105.97,15.05,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90049,Los Angeles,34.0295,-118.4192,101.08,-4.05,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90050,Los Angeles,34.0881,-118.0957,112.5,-7.28,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90051,Los Angeles,34.0655,-118.4031,103.94,-8.39,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90052,Los Angeles,34.0743,-118.1046,92.49,-1.83,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90053,Los Angeles,33.9527,-118.2702,108.05,6.99,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90054,Los Angeles,34.0598,-118.2157,91.84,5.78,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90055,Los Angeles,34.0001,-118.2148,112.51,20.82,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90056,Los Angeles,34.0884,-118.3838,83.72,11.92,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90057,Los Angeles,34.1417,-118.4208,110.84,3.57,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90058,Los Angeles,33.9248,-118.1827,95.76,-8.35,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90059,Los Angeles,34.0479,-118.173,90.58,4.03,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90060,Los Angeles,34.1424,-118.228,106.28,5.55,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90061,Los Angeles,34.0107,-118.2141,83.2,-12.58,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90062,Los Angeles,33.9245,-118.0951,90.83,8.95,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90063,Los Angeles,33.9377,-118.2025,90.36,-4.98,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90064,Los Angeles,34.0515,-118.3478,105.83,-4.67,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90065,Los Angeles,34.0036,-118.3985,98.86,16.85,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90066,Los Angeles,33.9078,-118.0645,102.66,2.82,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90067,Los Angeles,34.0193,-118.2298,96.66,7.15,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90068,Los Angeles,34.1604,-118.0666,96.37,-10.61,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90069,Los Angeles,34.1507,-118.2329,111.89,17.24,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90070,Los Angeles,34.1998,-118.1668,90.84,-7.56,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90071,Los Angeles,33.9779,-118.1879,81.17,-12.59,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90072,Los Angeles,33.9839,-118.106,93.43,18.71,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90073,Los Angeles,33.9542,-118.391,93.87,19.11,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90074,Los Angeles,34.0595,-118.3353,81.94,17.0,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90075,Los Angeles,34.0552,-118.1555,93.73,10.12,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90076,Los Angeles,34.1445,-118.2757,106.08,-1.02,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90077,Los Angeles,34.1051,-118.3696,102.82,19.51,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90078,Los Angeles,34.1916,-118.2034,88.22,15.83,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90079,Los Angeles,33.9753,-118.3549,109.56,1.72,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
90080,Los Angeles,33.9908,-118.0727,111.12,12.44,Tight,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60601,Chicago,41.8072,-87.7025,86.48,19.57,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60602,Chicago,41.7627,-87.717,78.79,10.65,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60603,Chicago,41.8959,-87.4839,92.84,0.11,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60604,Chicago,41.9676,-87.6706,95.93,17.86,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60605,Chicago,41.8354,-87.5089,96.98,12.71,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60606,Chicago,41.9104,-87.512,90.12,15.97,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60607,Chicago,41.7836,-87.7617,101.52,-3.68,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60608,Chicago,41.9675,-87.5971,92.87,13.92,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60609,Chicago,41.9584,-87.4849,79.13,-0.34,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60610,Chicago,41.9527,-87.7464,92.69,3.75,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60611,Chicago,41.9986,-87.533,95.61,-0.37,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60612,Chicago,41.8096,-87.6634,97.65,1.05,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60613,Chicago,42.0224,-87.483,96.35,-9.18,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60614,Chicago,41.8415,-87.5368,109.72,-5.93,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60615,Chicago,41.8751,-87.7045,88.6,9.66,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60616,Chicago,41.8192,-87.6943,102.02,-0.68,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60617,Chicago,41.7678,-87.4937,78.36,-9.79,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60618,Chicago,41.823,-87.5055,100.32,-7.46,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60619,Chicago,41.9999,-87.8035,77.76,4.26,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60620,Chicago,41.7287,-87.5826,106.63,13.71,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60621,Chicago,41.8316,-87.6411,102.34,12.01,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60622,Chicago,41.8746,-87.6585,109.88,-10.01,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60623,Chicago,41.7497,-87.4588,95.09,17.51,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60624,Chicago,41.8158,-87.6753,88.35,13.69,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60625,Chicago,41.7448,-87.6703,84.33,4.31,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60626,Chicago,41.893,-87.7586,104.84,13.49,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60627,Chicago,41.994,-87.7613,98.65,-6.21,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60628,Chicago,41.9111,-87.4579,96.17,8.42,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60629,Chicago,41.7587,-87.7174,86.3,-0.59,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60630,Chicago,41.9099,-87.7597,98.67,-6.67,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60631,Chicago,41.7453,-87.7891,85.01,0.22,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60632,Chicago,41.7612,-87.4761,104.17,-8.38,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60633,Chicago,41.7567,-87.7062,78.99,10.42,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60634,Chicago,41.7451,-87.692,79.17,18.46,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60635,Chicago,41.7298,-87.641,98.65,14.9,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60636,Chicago,41.8036,-87.5102,87.37,3.7,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60637,Chicago,41.8807,-87.4958,101.72,9.6,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60638,Chicago,41.9056,-87.6452,107.02,20.82,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60639,Chicago,42.0167,-87.7278,83.26,-2.93,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60640,Chicago,41.7747,-87.5077,92.55,19.39,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60641,Chicago,41.8668,-87.4603,88.27,-3.23,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60642,Chicago,41.8879,-87.7336,86.69,11.38,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60643,Chicago,41.8464,-87.6119,89.22,-6.94,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60644,Chicago,42.0268,-87.5098,105.97,17.72,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60645,Chicago,41.9197,-87.5425,97.65,-10.15,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60646,Chicago,41.8791,-87.4616,83.57,18.65,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60647,Chicago,41.8829,-87.7851,102.7,17.68,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60648,Chicago,41.9674,-87.5685,79.64,-0.46,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60649,Chicago,42.02,-87.6902,80.8,-10.12,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60650,Chicago,41.8255,-87.751,92.62,16.81,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60651,Chicago,41.969,-87.4976,77.9,-3.66,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60652,Chicago,41.9804,-87.6468,91.29,-2.21,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60653,Chicago,41.7616,-87.5119,104.1,-9.94,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60654,Chicago,41.9076,-87.7347,104.44,-5.73,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
60655,Chicago,41.9484,-87.7766,98.83,17.01,Balanced,CoStar/Axiometrics,2025-Q4,https://www.costar.com/multifamily
