zip_code,metro,lat,lng,rent_control_status,regulatory_risk_score,data_source,as_of_date,source_url
10070,New York,40.5835,-73.9129,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10071,New York,40.5696,-73.881,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10072,New York,40.6973,-73.8572,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10073,New York,40.6683,-73.8412,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10074,New York,40.6544,-73.9861,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10075,New York,40.8282,-73.9756,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10076,New York,40.5789,-73.8746,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10077,New York,40.8013,-73.9942,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10078,New York,40.7908,-74.0033,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10079,New York,40.5863,-74.0558,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
10080,New York,40.6942,-74.0887,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90001,Los Angeles,34.1214,-118.2314,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90002,Los Angeles,34.0392,-118.3354,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90003,Los Angeles,33.9029,-118.243,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90004,Los Angeles,34.1509,-118.1387,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90005,Los Angeles,33.9751,-118.415,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90006,Los Angeles,33.999,-118.3099,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90007,Los Angeles,34.0868,-118.1844,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90008,Los Angeles,34.0856,-118.2297,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90009,Los Angeles,34.1576,-118.2875,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90010,Los Angeles,33.948,-118.2617,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90011,Los Angeles,34.161,-118.072,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90012,Los Angeles,34.0257,-118.3151,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90013,Los Angeles,34.0993,-118.269,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90014,Los Angeles,33.9242,-118.2933,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90015,Los Angeles,34.1921,-118.1397,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90016,Los Angeles,34.1713,-118.2349,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90017,Los Angeles,34.1716,-118.1116,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90018,Los Angeles,33.9229,-118.1455,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90019,Los Angeles,33.9689,-118.1972,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90020,Los Angeles,33.9238,-118.0834,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90021,Los Angeles,34.1068,-118.1598,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90022,Los Angeles,34.0847,-118.1458,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90023,Los Angeles,34.1212,-118.3214,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90024,Los Angeles,33.9381,-118.3817,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90025,Los Angeles,34.1683,-118.421,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90026,Los Angeles,34.018,-118.0865,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90027,Los Angeles,34.0829,-118.2324,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90028,Los Angeles,34.0628,-118.3854,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90029,Los Angeles,33.9948,-118.3634,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90030,Los Angeles,33.9549,-118.1002,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90031,Los Angeles,34.0853,-118.1248,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90032,Los Angeles,34.0964,-118.3443,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90033,Los Angeles,34.0182,-118.3844,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90034,Los Angeles,33.9229,-118.1975,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90035,Los Angeles,34.1844,-118.1729,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90036,Los Angeles,34.0083,-118.1578,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90037,Los Angeles,33.9468,-118.3693,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90038,Los Angeles,34.0832,-118.4076,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90039,Los Angeles,33.9634,-118.0968,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90040,Los Angeles,34.1224,-118.2212,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90041,Los Angeles,34.1348,-118.2771,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90042,Los Angeles,34.0297,-118.2394,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90043,Los Angeles,34.1872,-118.1309,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90044,Los Angeles,34.0132,-118.1634,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90045,Los Angeles,34.1026,-118.1199,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90046,Los Angeles,33.9073,-118.1468,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90047,Los Angeles,34.1758,-118.0821,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90048,Los Angeles,34.1469,-118.2681,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90049,Los Angeles,34.0295,-118.4192,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90050,Los Angeles,34.0881,-118.0957,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90051,Los Angeles,34.0655,-118.4031,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90052,Los Angeles,34.0743,-118.1046,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90053,Los Angeles,33.9527,-118.2702,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90054,Los Angeles,34.0598,-118.2157,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90055,Los Angeles,34.0001,-118.2148,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90056,Los Angeles,34.0884,-118.3838,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90057,Los Angeles,34.1417,-118.4208,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90058,Los Angeles,33.9248,-118.1827,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90059,Los Angeles,34.0479,-118.173,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90060,Los Angeles,34.1424,-118.228,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90061,Los Angeles,34.0107,-118.2141,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90062,Los Angeles,33.9245,-118.0951,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90063,Los Angeles,33.9377,-118.2025,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90064,Los Angeles,34.0515,-118.3478,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90065,Los Angeles,34.0036,-118.3985,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90066,Los Angeles,33.9078,-118.0645,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90067,Los Angeles,34.0193,-118.2298,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90068,Los Angeles,34.1604,-118.0666,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90069,Los Angeles,34.1507,-118.2329,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90070,Los Angeles,34.1998,-118.1668,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90071,Los Angeles,33.9779,-118.1879,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90072,Los Angeles,33.9839,-118.106,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90073,Los Angeles,33.9542,-118.391,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90074,Los Angeles,34.0595,-118.3353,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90075,Los Angeles,34.0552,-118.1555,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90076,Los Angeles,34.1445,-118.2757,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90077,Los Angeles,34.1051,-118.3696,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90078,Los Angeles,34.1916,-118.2034,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90079,Los Angeles,33.9753,-118.3549,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
90080,Los Angeles,33.9908,-118.0727,Yes - Strong,9,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60601,Chicago,41.8072,-87.7025,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60602,Chicago,41.7627,-87.717,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60603,Chicago,41.8959,-87.4839,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60604,Chicago,41.9676,-87.6706,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60605,Chicago,41.8354,-87.5089,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60606,Chicago,41.9104,-87.512,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60607,Chicago,41.7836,-87.7617,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60608,Chicago,41.9675,-87.5971,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60609,Chicago,41.9584,-87.4849,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60610,Chicago,41.9527,-87.7464,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60611,Chicago,41.9986,-87.533,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60612,Chicago,41.8096,-87.6634,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60613,Chicago,42.0224,-87.483,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60614,Chicago,41.8415,-87.5368,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60615,Chicago,41.8751,-87.7045,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60616,Chicago,41.8192,-87.6943,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60617,Chicago,41.7678,-87.4937,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60618,Chicago,41.823,-87.5055,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60619,Chicago,41.9999,-87.8035,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60620,Chicago,41.7287,-87.5826,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60621,Chicago,41.8316,-87.6411,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60622,Chicago,41.8746,-87.6585,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60623,Chicago,41.7497,-87.4588,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60624,Chicago,41.8158,-87.6753,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60625,Chicago,41.7448,-87.6703,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60626,Chicago,41.893,-87.7586,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60627,Chicago,41.994,-87.7613,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60628,Chicago,41.9111,-87.4579,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60629,Chicago,41.7587,-87.7174,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60630,Chicago,41.9099,-87.7597,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60631,Chicago,41.7453,-87.7891,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
60632,Chicago,41.7612,-87.4761,Partial,2,NMHC/Local Jurisdiction,2025,https://www.nmhc.org/research-insight/rent-control-tracker/
