zip_code,metro,lat,lng,mf_permits_12mo,permit_growth_yoy_pct,data_source,as_of_date,source_url
10029,New York,40.6248,-74.0618,1709,-6.56,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10030,New York,40.8296,-74.1136,1745,-5.59,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10031,New York,40.7547,-73.8801,1944,-7.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10032,New York,40.7883,-74.1199,1710,-7.59,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10033,New York,40.6653,-73.844,1436,-7.02,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10034,New York,40.819,-74.1257,1544,-6.0,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10035,New York,40.841,-73.8655,1944,-6.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10036,New York,40.8428,-74.1198,1833,-7.31,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10037,New York,40.7695,-73.8682,1576,-6.68,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10038,New York,40.6597,-74.0256,1527,-7.54,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10039,New York,40.8624,-74.1386,1647,-6.24,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10040,New York,40.8485,-74.0837,1935,-6.78,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10041,New York,40.7061,-73.8581,1471,-5.37,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10042,New York,40.592,-74.102,1782,-5.79,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10043,New York,40.854,-74.0088,1599,-7.0,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10044,New York,40.6682,-74.0982,1901,-7.32,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10045,New York,40.8559,-74.1667,1448,-6.63,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10046,New York,40.7917,-73.9853,1526,-6.27,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10047,New York,40.7567,-73.9596,1920,-7.33,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10048,New York,40.7048,-73.9293,1391,-6.75,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10049,New York,40.8035,-74.1252,1928,-5.91,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10050,New York,40.6196,-73.9172,1462,-6.23,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10051,New York,40.643,-73.924,1499,-5.93,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10052,New York,40.6472,-73.9063,1853,-6.98,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10053,New York,40.851,-74.0213,1706,-6.21,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10054,New York,40.6703,-74.059,1782,-5.43,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10055,New York,40.7919,-73.9193,1364,-7.01,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10056,New York,40.7687,-74.0027,1510,-7.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10057,New York,40.7865,-73.9435,1869,-7.61,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10058,New York,40.762,-74.0912,1870,-5.41,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10059,New York,40.8554,-73.9114,1561,-7.01,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10060,New York,40.7568,-73.9228,1693,-5.81,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10061,New York,40.6937,-74.1749,1931,-6.36,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10062,New York,40.6367,-73.8556,1936,-7.55,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10063,New York,40.7167,-73.9992,1738,-5.46,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10064,New York,40.6219,-74.1213,1594,-5.48,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10065,New York,40.6587,-73.9155,1735,-5.57,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10066,New York,40.8151,-73.837,1496,-7.28,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10067,New York,40.8289,-73.9201,1694,-6.78,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10068,New York,40.6768,-73.9826,1845,-6.5,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10069,New York,40.5917,-73.9744,1727,-6.94,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10070,New York,40.5835,-73.9129,1748,-6.15,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10071,New York,40.5696,-73.881,1459,-6.44,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10072,New York,40.6973,-73.8572,1499,-6.93,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10073,New York,40.6683,-73.8412,1371,-5.93,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10074,New York,40.6544,-73.9861,1579,-7.19,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10075,New York,40.8282,-73.9756,1638,-6.99,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10076,New York,40.5789,-73.8746,1384,-6.98,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10077,New York,40.8013,-73.9942,1391,-7.11,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10078,New York,40.7908,-74.0033,1615,-5.62,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10079,New York,40.5863,-74.0558,1732,-5.44,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
10080,New York,40.6942,-74.0887,1858,-5.95,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90001,Los Angeles,34.1214,-118.2314,1056,-6.79,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90002,Los Angeles,34.0392,-118.3354,1202,-7.64,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90003,Los Angeles,33.9029,-118.243,1322,-6.69,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90004,Los Angeles,34.1509,-118.1387,1382,-6.38,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90005,Los Angeles,33.9751,-118.415,962,-6.24,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90006,Los Angeles,33.999,-118.3099,1330,-6.37,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90007,Los Angeles,34.0868,-118.1844,1279,-5.82,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90008,Los Angeles,34.0856,-118.2297,995,-7.29,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90009,Los Angeles,34.1576,-118.2875,1167,-7.3,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90010,Los Angeles,33.948,-118.2617,1232,-5.98,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90011,Los Angeles,34.161,-118.072,1058,-7.26,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90012,Los Angeles,34.0257,-118.3151,1181,-7.03,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90013,Los Angeles,34.0993,-118.269,1327,-6.65,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90014,Los Angeles,33.9242,-118.2933,1180,-6.36,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90015,Los Angeles,34.1921,-118.1397,1161,-5.98,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90016,Los Angeles,34.1713,-118.2349,1360,-5.92,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90017,Los Angeles,34.1716,-118.1116,1056,-6.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90018,Los Angeles,33.9229,-118.1455,1082,-7.09,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90019,Los Angeles,33.9689,-118.1972,1080,-5.43,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90020,Los Angeles,33.9238,-118.0834,1057,-5.84,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90021,Los Angeles,34.1068,-118.1598,1118,-7.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90022,Los Angeles,34.0847,-118.1458,1135,-6.21,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90023,Los Angeles,34.1212,-118.3214,1129,-6.18,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90024,Los Angeles,33.9381,-118.3817,1235,-7.01,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90025,Los Angeles,34.1683,-118.421,1006,-6.04,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90026,Los Angeles,34.018,-118.0865,1127,-7.64,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90027,Los Angeles,34.0829,-118.2324,1175,-7.34,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90028,Los Angeles,34.0628,-118.3854,1240,-7.09,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90029,Los Angeles,33.9948,-118.3634,1359,-6.66,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90030,Los Angeles,33.9549,-118.1002,1003,-7.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90031,Los Angeles,34.0853,-118.1248,1197,-7.1,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90032,Los Angeles,34.0964,-118.3443,1007,-5.62,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90033,Los Angeles,34.0182,-118.3844,1221,-6.68,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90034,Los Angeles,33.9229,-118.1975,974,-5.74,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90035,Los Angeles,34.1844,-118.1729,1062,-6.15,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90036,Los Angeles,34.0083,-118.1578,1049,-5.66,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90037,Los Angeles,33.9468,-118.3693,1150,-5.36,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90038,Los Angeles,34.0832,-118.4076,973,-7.65,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90039,Los Angeles,33.9634,-118.0968,1098,-5.54,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90040,Los Angeles,34.1224,-118.2212,1095,-6.04,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90041,Los Angeles,34.1348,-118.2771,1044,-6.9,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90042,Los Angeles,34.0297,-118.2394,984,-5.6,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90043,Los Angeles,34.1872,-118.1309,1098,-6.74,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90044,Los Angeles,34.0132,-118.1634,1266,-6.45,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90045,Los Angeles,34.1026,-118.1199,1201,-7.01,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90046,Los Angeles,33.9073,-118.1468,1002,-5.88,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90047,Los Angeles,34.1758,-118.0821,1176,-6.33,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90048,Los Angeles,34.1469,-118.2681,1160,-5.77,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90049,Los Angeles,34.0295,-118.4192,1240,-6.75,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90050,Los Angeles,34.0881,-118.0957,1239,-5.49,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90051,Los Angeles,34.0655,-118.4031,972,-5.52,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90052,Los Angeles,34.0743,-118.1046,1238,-5.91,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90053,Los Angeles,33.9527,-118.2702,1145,-6.05,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90054,Los Angeles,34.0598,-118.2157,1290,-5.42,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90055,Los Angeles,34.0001,-118.2148,1161,-7.07,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90056,Los Angeles,34.0884,-118.3838,1348,-5.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90057,Los Angeles,34.1417,-118.4208,1301,-6.2,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90058,Los Angeles,33.9248,-118.1827,1164,-5.76,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90059,Los Angeles,34.0479,-118.173,1168,-6.25,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90060,Los Angeles,34.1424,-118.228,1057,-6.51,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90061,Los Angeles,34.0107,-118.2141,1081,-5.77,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90062,Los Angeles,33.9245,-118.0951,1065,-6.34,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90063,Los Angeles,33.9377,-118.2025,1022,-6.23,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90064,Los Angeles,34.0515,-118.3478,1180,-6.75,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90065,Los Angeles,34.0036,-118.3985,1093,-7.13,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90066,Los Angeles,33.9078,-118.0645,1246,-6.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90067,Los Angeles,34.0193,-118.2298,1187,-6.15,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90068,Los Angeles,34.1604,-118.0666,1274,-5.46,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90069,Los Angeles,34.1507,-118.2329,1123,-6.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90070,Los Angeles,34.1998,-118.1668,1153,-5.77,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90071,Los Angeles,33.9779,-118.1879,1124,-5.96,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90072,Los Angeles,33.9839,-118.106,1259,-5.85,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90073,Los Angeles,33.9542,-118.391,1311,-6.42,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90074,Los Angeles,34.0595,-118.3353,1203,-6.58,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90075,Los Angeles,34.0552,-118.1555,1180,-5.47,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90076,Los Angeles,34.1445,-118.2757,1096,-6.63,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90077,Los Angeles,34.1051,-118.3696,1237,-7.21,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90078,Los Angeles,34.1916,-118.2034,1305,-5.45,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90079,Los Angeles,33.9753,-118.3549,983,-6.06,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
90080,Los Angeles,33.9908,-118.0727,1180,-6.91,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60601,Chicago,41.8072,-87.7025,491,-6.86,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60602,Chicago,41.7627,-87.717,485,-7.62,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60603,Chicago,41.8959,-87.4839,482,-5.67,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60604,Chicago,41.9676,-87.6706,461,-6.72,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60605,Chicago,41.8354,-87.5089,449,-6.84,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60606,Chicago,41.9104,-87.512,449,-6.83,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60607,Chicago,41.7836,-87.7617,363,-7.26,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60608,Chicago,41.9675,-87.5971,452,-7.47,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60609,Chicago,41.9584,-87.4849,434,-7.11,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60610,Chicago,41.9527,-87.7464,476,-7.15,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60611,Chicago,41.9986,-87.533,432,-7.12,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60612,Chicago,41.8096,-87.6634,427,-7.37,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60613,Chicago,42.0224,-87.483,377,-7.6,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60614,Chicago,41.8415,-87.5368,381,-6.68,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60615,Chicago,41.8751,-87.7045,513,-5.81,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60616,Chicago,41.8192,-87.6943,412,-7.29,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60617,Chicago,41.7678,-87.4937,391,-6.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60618,Chicago,41.823,-87.5055,495,-6.32,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60619,Chicago,41.9999,-87.8035,517,-6.23,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60620,Chicago,41.7287,-87.5826,372,-5.66,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60621,Chicago,41.8316,-87.6411,383,-5.81,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60622,Chicago,41.8746,-87.6585,405,-6.86,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60623,Chicago,41.7497,-87.4588,496,-6.44,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60624,Chicago,41.8158,-87.6753,426,-6.73,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60625,Chicago,41.7448,-87.6703,398,-6.09,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60626,Chicago,41.893,-87.7586,406,-6.21,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60627,Chicago,41.994,-87.7613,367,-7.04,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60628,Chicago,41.9111,-87.4579,475,-6.34,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60629,Chicago,41.7587,-87.7174,423,-6.0,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60630,Chicago,41.9099,-87.7597,482,-7.43,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60631,Chicago,41.7453,-87.7891,366,-6.54,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60632,Chicago,41.7612,-87.4761,411,-5.77,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60633,Chicago,41.7567,-87.7062,374,-6.33,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60634,Chicago,41.7451,-87.692,385,-7.33,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60635,Chicago,41.7298,-87.641,371,-6.39,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60636,Chicago,41.8036,-87.5102,404,-7.07,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60637,Chicago,41.8807,-87.4958,475,-6.31,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60638,Chicago,41.9056,-87.6452,474,-6.82,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60639,Chicago,42.0167,-87.7278,509,-5.97,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60640,Chicago,41.7747,-87.5077,497,-5.55,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60641,Chicago,41.8668,-87.4603,481,-6.49,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60642,Chicago,41.8879,-87.7336,508,-6.05,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60643,Chicago,41.8464,-87.6119,436,-6.08,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60644,Chicago,42.0268,-87.5098,370,-7.4,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60645,Chicago,41.9197,-87.5425,469,-6.25,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60646,Chicago,41.8791,-87.4616,390,-7.58,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60647,Chicago,41.8829,-87.7851,433,-6.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60648,Chicago,41.9674,-87.5685,510,-6.78,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60649,Chicago,42.02,-87.6902,476,-6.62,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60650,Chicago,41.8255,-87.751,414,-7.07,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60651,Chicago,41.969,-87.4976,440,-7.17,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60652,Chicago,41.9804,-87.6468,505,-5.76,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60653,Chicago,41.7616,-87.5119,450,-5.99,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60654,Chicago,41.9076,-87.7347,482,-6.52,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60655,Chicago,41.9484,-87.7766,377,-6.96,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60656,Chicago,41.991,-87.714,410,-7.4,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60657,Chicago,41.868,-87.6822,508,-5.52,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60658,Chicago,41.9236,-87.6054,517,-5.39,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60659,Chicago,41.9055,-87.4745,436,-5.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
60660,Chicago,41.8173,-87.7665,459,-5.52,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77001,Houston,29.6917,-95.326,687,-6.84,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77002,Houston,29.6157,-95.3071,686,-5.75,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77003,Houston,29.8466,-95.4814,705,-6.53,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77004,Houston,29.8623,-95.3853,663,-7.22,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77005,Houston,29.7669,-95.3295,940,-5.82,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77006,Houston,29.8467,-95.3418,742,-7.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77007,Houston,29.6131,-95.3485,857,-7.64,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77008,Houston,29.6244,-95.4477,919,-7.09,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77009,Houston,29.9088,-95.3015,731,-6.04,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77010,Houston,29.7477,-95.3275,864,-5.57,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77011,Houston,29.8815,-95.2784,792,-7.63,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77012,Houston,29.6888,-95.3084,743,-7.35,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77013,Houston,29.6306,-95.3437,774,-5.47,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77014,Houston,29.8647,-95.4386,774,-5.49,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77015,Houston,29.7156,-95.5347,836,-5.68,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77016,Houston,29.8395,-95.4703,861,-6.17,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77017,Houston,29.7942,-95.5358,881,-6.83,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77018,Houston,29.614,-95.3916,774,-6.35,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77019,Houston,29.7373,-95.4333,797,-6.26,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77020,Houston,29.6881,-95.2791,855,-7.61,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77021,Houston,29.8884,-95.316,719,-5.55,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
77022,Houston,29.7545,-95.3964,870,-7.16,US Census Bureau,2025-Q4,https://www.census.gov/construction/bps/
