zip_code,metro,lat,lng,transaction_volume_12mo_usd,volume_yoy_chg_pct,cap_rate_trailing_pct,data_source,as_of_date,source_url
10034,New York,40.819,-74.1257,606822000.0,-21.21,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10035,New York,40.841,-73.8655,779703000.0,-26.2,4.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10036,New York,40.8428,-74.1198,795682950.0,-24.95,5.18,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10037,New York,40.7695,-73.8682,783217050.0,-23.41,4.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10038,New York,40.6597,-74.0256,655223550.0,-28.21,5.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10039,New York,40.8624,-74.1386,794143950.0,-28.44,5.19,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10040,New York,40.8485,-74.0837,753847800.0,-21.33,4.1,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10041,New York,40.7061,-73.8581,665483550.0,-25.1,4.08,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10042,New York,40.592,-74.102,783653100.0,-28.32,5.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10043,New York,40.854,-74.0088,807866700.0,-30.44,4.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10044,New York,40.6682,-74.0982,777291900.0,-29.11,5.34,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10045,New York,40.8559,-74.1667,805096500.0,-22.52,5.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10046,New York,40.7917,-73.9853,738201300.0,-23.7,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10047,New York,40.7567,-73.9596,692518650.0,-27.38,4.93,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10048,New York,40.7048,-73.9293,823128450.0,-27.1,4.86,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10049,New York,40.8035,-74.1252,784243050.0,-21.86,4.27,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10050,New York,40.6196,-73.9172,834901800.0,-26.22,4.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10051,New York,40.643,-73.924,590123850.0,-26.58,4.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10052,New York,40.6472,-73.9063,777420150.0,-26.09,4.74,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10053,New York,40.851,-74.0213,654607950.0,-24.66,4.66,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10054,New York,40.6703,-74.059,818511450.0,-24.19,4.57,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10055,New York,40.7919,-73.9193,638628000.0,-22.1,4.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10056,New York,40.7687,-74.0027,753770850.0,-22.77,5.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10057,New York,40.7865,-73.9435,791912400.0,-25.45,4.44,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10058,New York,40.762,-74.0912,757028400.0,-28.9,5.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10059,New York,40.8554,-73.9114,797734950.0,-27.19,4.53,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10060,New York,40.7568,-73.9228,713089950.0,-28.11,4.14,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10061,New York,40.6937,-74.1749,660943500.0,-23.0,5.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10062,New York,40.6367,-73.8556,597228900.0,-21.76,4.65,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10063,New York,40.7167,-73.9992,776932800.0,-25.16,5.07,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10064,New York,40.6219,-74.1213,771828450.0,-30.13,4.96,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10065,New York,40.6587,-73.9155,609694800.0,-28.87,5.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10066,New York,40.8151,-73.837,754514700.0,-29.24,5.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10067,New York,40.8289,-73.9201,650093550.0,-22.17,5.32,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10068,New York,40.6768,-73.9826,718604700.0,-23.46,5.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10069,New York,40.5917,-73.9744,750102900.0,-21.37,5.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10070,New York,40.5835,-73.9129,620826900.0,-25.45,5.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10071,New York,40.5696,-73.881,587353650.0,-24.46,4.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10072,New York,40.6973,-73.8572,778933500.0,-22.69,5.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10073,New York,40.6683,-73.8412,701393550.0,-22.27,4.52,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10074,New York,40.6544,-73.9861,732224850.0,-29.4,5.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10075,New York,40.8282,-73.9756,631497300.0,-23.01,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10076,New York,40.5789,-73.8746,725966250.0,-27.73,4.23,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10077,New York,40.8013,-73.9942,625572150.0,-22.71,5.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10078,New York,40.7908,-74.0033,689209800.0,-29.56,4.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10079,New York,40.5863,-74.0558,724299000.0,-27.67,4.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
10080,New York,40.6942,-74.0887,754335150.0,-25.92,4.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90001,Los Angeles,34.1214,-118.2314,418610600.0,-29.57,4.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90002,Los Angeles,34.0392,-118.3354,488307500.0,-23.78,4.46,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90003,Los Angeles,33.9029,-118.243,498497300.0,-29.94,4.89,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90004,Los Angeles,34.1509,-118.1387,402077150.0,-22.14,3.73,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90005,Los Angeles,33.9751,-118.415,495217250.0,-21.92,4.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90006,Los Angeles,33.999,-118.3099,465963200.0,-22.25,4.17,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90007,Los Angeles,34.0868,-118.1844,400362200.0,-27.2,4.78,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90008,Los Angeles,34.0856,-118.2297,424188350.0,-27.45,5.22,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90009,Los Angeles,34.1576,-118.2875,436825700.0,-27.07,5.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90010,Los Angeles,33.948,-118.2617,414964250.0,-26.34,4.52,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90011,Los Angeles,34.161,-118.072,418993550.0,-21.81,4.63,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90012,Los Angeles,34.0257,-118.3151,400145750.0,-27.06,4.21,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90013,Los Angeles,34.0993,-118.269,513382400.0,-25.02,5.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90014,Los Angeles,33.9242,-118.2933,449113400.0,-23.34,5.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90015,Los Angeles,34.1921,-118.1397,401178050.0,-24.46,4.0,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90016,Los Angeles,34.1713,-118.2349,483462350.0,-25.89,4.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90017,Los Angeles,34.1716,-118.1116,477201950.0,-24.02,3.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90018,Los Angeles,33.9229,-118.1455,488890250.0,-23.09,4.29,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90019,Los Angeles,33.9689,-118.1972,543385700.0,-24.91,4.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90020,Los Angeles,33.9238,-118.0834,473172650.0,-30.02,4.1,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90021,Los Angeles,34.1068,-118.1598,471624200.0,-21.77,4.12,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90022,Los Angeles,34.0847,-118.1458,420425450.0,-25.86,4.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90023,Los Angeles,34.1212,-118.3214,475370450.0,-24.1,3.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90024,Los Angeles,33.9381,-118.3817,437858000.0,-24.19,5.22,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90025,Los Angeles,34.1683,-118.421,525004100.0,-29.57,4.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90026,Los Angeles,34.018,-118.0865,393302600.0,-29.75,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90027,Los Angeles,34.0829,-118.2324,509136650.0,-26.05,4.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90028,Los Angeles,34.0628,-118.3854,498896900.0,-24.78,4.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90029,Los Angeles,33.9948,-118.3634,490388750.0,-22.97,4.87,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90030,Los Angeles,33.9549,-118.1002,521391050.0,-21.3,4.65,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90031,Los Angeles,34.0853,-118.1248,492353450.0,-24.18,4.38,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90032,Los Angeles,34.0964,-118.3443,495883250.0,-29.79,4.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90033,Los Angeles,34.0182,-118.3844,456256250.0,-29.14,4.72,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90034,Los Angeles,33.9229,-118.1975,391321250.0,-29.77,4.94,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90035,Los Angeles,34.1844,-118.1729,386642600.0,-29.14,4.24,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90036,Los Angeles,34.0083,-118.1578,424238300.0,-30.33,4.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90037,Los Angeles,33.9468,-118.3693,379682900.0,-23.33,5.28,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90038,Los Angeles,34.0832,-118.4076,543202550.0,-24.25,4.95,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90039,Los Angeles,33.9634,-118.0968,509303150.0,-26.14,3.8,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90040,Los Angeles,34.1224,-118.2212,425170700.0,-23.03,3.88,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90041,Los Angeles,34.1348,-118.2771,407255300.0,-23.48,3.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90042,Los Angeles,34.0297,-118.2394,451560950.0,-27.28,4.56,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90043,Los Angeles,34.1872,-118.1309,493219250.0,-28.5,3.86,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90044,Los Angeles,34.0132,-118.1634,417445100.0,-30.44,3.77,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90045,Los Angeles,34.1026,-118.1199,540971450.0,-28.51,4.37,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90046,Los Angeles,33.9073,-118.1468,387491750.0,-27.72,4.17,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90047,Los Angeles,34.1758,-118.0821,514448000.0,-22.94,4.62,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90048,Los Angeles,34.1469,-118.2681,495800000.0,-30.43,4.32,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90049,Los Angeles,34.0295,-118.4192,410485400.0,-29.77,4.11,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90050,Los Angeles,34.0881,-118.0957,450245600.0,-21.92,3.82,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90051,Los Angeles,34.0655,-118.4031,521607500.0,-27.99,3.85,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90052,Los Angeles,34.0743,-118.1046,407588300.0,-29.34,4.18,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90053,Los Angeles,33.9527,-118.2702,502310150.0,-27.59,4.96,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90054,Los Angeles,34.0598,-118.2157,540555200.0,-21.52,5.08,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90055,Los Angeles,34.0001,-118.2148,514098350.0,-27.66,4.95,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90056,Los Angeles,34.0884,-118.3838,412533350.0,-22.05,5.15,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90057,Los Angeles,34.1417,-118.4208,385860050.0,-23.18,4.49,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90058,Los Angeles,33.9248,-118.1827,412699850.0,-27.2,4.86,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90059,Los Angeles,34.0479,-118.173,489756050.0,-27.63,5.31,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90060,Los Angeles,34.1424,-118.228,513016100.0,-22.54,3.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90061,Los Angeles,34.0107,-118.2141,407255300.0,-28.37,4.01,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90062,Los Angeles,33.9245,-118.0951,485110700.0,-21.94,4.29,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90063,Los Angeles,33.9377,-118.2025,480132350.0,-28.66,4.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90064,Los Angeles,34.0515,-118.3478,446682500.0,-28.33,4.86,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90065,Los Angeles,34.0036,-118.3985,530931500.0,-28.76,4.06,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90066,Los Angeles,33.9078,-118.0645,493835300.0,-28.6,4.33,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90067,Los Angeles,34.0193,-118.2298,496316150.0,-21.22,4.58,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90068,Los Angeles,34.1604,-118.0666,380565350.0,-22.6,4.6,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90069,Los Angeles,34.1507,-118.2329,487941200.0,-26.34,3.69,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90070,Los Angeles,34.1998,-118.1668,386342900.0,-26.15,4.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90071,Los Angeles,33.9779,-118.1879,507072050.0,-28.78,4.73,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90072,Los Angeles,33.9839,-118.106,412466750.0,-21.18,4.55,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90073,Los Angeles,33.9542,-118.391,469576250.0,-26.18,4.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90074,Los Angeles,34.0595,-118.3353,534344750.0,-22.33,5.07,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90075,Los Angeles,34.0552,-118.1555,430532000.0,-22.13,5.25,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90076,Los Angeles,34.1445,-118.2757,451411100.0,-27.92,5.02,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90077,Los Angeles,34.1051,-118.3696,411467750.0,-22.25,3.8,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90078,Los Angeles,34.1916,-118.2034,464131700.0,-28.18,5.04,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90079,Los Angeles,33.9753,-118.3549,534627800.0,-21.81,4.04,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
90080,Los Angeles,33.9908,-118.0727,424421450.0,-23.93,4.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60601,Chicago,41.8072,-87.7025,86776620.0,-21.39,6.19,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60602,Chicago,41.7627,-87.717,86965620.0,-29.54,5.68,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60603,Chicago,41.8959,-87.4839,86496900.0,-25.36,5.42,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60604,Chicago,41.9676,-87.6706,87528840.0,-24.79,6.37,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60605,Chicago,41.8354,-87.5089,104138160.0,-23.56,6.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60606,Chicago,41.9104,-87.512,104965980.0,-29.58,4.81,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60607,Chicago,41.7836,-87.7617,108470040.0,-26.32,5.72,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60608,Chicago,41.9675,-87.5971,123514440.0,-24.91,5.31,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60609,Chicago,41.9584,-87.4849,120025500.0,-27.94,5.91,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60610,Chicago,41.9527,-87.7464,101416560.0,-22.78,5.26,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60611,Chicago,41.9986,-87.533,115228680.0,-25.97,6.3,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60612,Chicago,41.8096,-87.6634,109668300.0,-22.3,4.75,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60613,Chicago,42.0224,-87.483,95232480.0,-27.8,5.36,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60614,Chicago,41.8415,-87.5368,123174240.0,-24.11,4.55,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60615,Chicago,41.8751,-87.7045,98899080.0,-22.16,5.42,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60616,Chicago,41.8192,-87.6943,89955600.0,-28.78,4.76,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60617,Chicago,41.7678,-87.4937,117746160.0,-26.99,4.9,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60618,Chicago,41.823,-87.5055,98350980.0,-28.94,4.79,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60619,Chicago,41.9999,-87.8035,99163680.0,-24.84,5.4,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60620,Chicago,41.7287,-87.5826,100448880.0,-25.42,4.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60621,Chicago,41.8316,-87.6411,93270660.0,-24.95,5.39,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60622,Chicago,41.8746,-87.6585,108579660.0,-30.27,6.45,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60623,Chicago,41.7497,-87.4588,109917780.0,-28.6,4.81,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60624,Chicago,41.8158,-87.6753,111974100.0,-23.93,5.54,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60625,Chicago,41.7448,-87.6703,114506700.0,-22.34,5.5,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60626,Chicago,41.893,-87.7586,97266120.0,-25.11,4.61,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60627,Chicago,41.994,-87.7613,108598560.0,-27.24,6.43,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60628,Chicago,41.9111,-87.4579,109123980.0,-26.56,6.07,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60629,Chicago,41.7587,-87.7174,114695700.0,-27.25,6.04,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60630,Chicago,41.9099,-87.7597,103280100.0,-25.99,5.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60631,Chicago,41.7453,-87.7891,109415040.0,-25.84,5.92,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60632,Chicago,41.7612,-87.4761,93123240.0,-23.68,5.97,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60633,Chicago,41.7567,-87.7062,103011720.0,-21.64,6.41,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60634,Chicago,41.7451,-87.692,98551320.0,-28.92,4.73,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60635,Chicago,41.7298,-87.641,88481400.0,-21.61,6.33,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60636,Chicago,41.8036,-87.5102,97969200.0,-28.35,5.09,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60637,Chicago,41.8807,-87.4958,105956340.0,-21.38,5.0,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
60638,Chicago,41.9056,-87.6452,123506880.0,-26.87,5.84,Real Capital Analytics/MSCI,2025-Q4,https://www.msci.com/real-assets
