zip_code,metro,lat,lng,supply_demand_ratio,market_balance,data_source,as_of_date,source_url
10036,New York,40.8428,-74.1198,1.17,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10037,New York,40.7695,-73.8682,1.16,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10038,New York,40.6597,-74.0256,0.97,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10039,New York,40.8624,-74.1386,0.85,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10040,New York,40.8485,-74.0837,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10041,New York,40.7061,-73.8581,0.88,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10042,New York,40.592,-74.102,1.1,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10043,New York,40.854,-74.0088,0.83,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10044,New York,40.6682,-74.0982,1.0,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10045,New York,40.8559,-74.1667,0.9,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10046,New York,40.7917,-73.9853,1.12,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10047,New York,40.7567,-73.9596,1.05,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10048,New York,40.7048,-73.9293,0.84,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10049,New York,40.8035,-74.1252,0.84,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10050,New York,40.6196,-73.9172,0.9,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10051,New York,40.643,-73.924,0.83,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10052,New York,40.6472,-73.9063,0.97,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10053,New York,40.851,-74.0213,0.82,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10054,New York,40.6703,-74.059,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10055,New York,40.7919,-73.9193,0.98,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10056,New York,40.7687,-74.0027,1.03,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10057,New York,40.7865,-73.9435,1.02,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10058,New York,40.762,-74.0912,0.94,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10059,New York,40.8554,-73.9114,1.03,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10060,New York,40.7568,-73.9228,0.92,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10061,New York,40.6937,-74.1749,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10062,New York,40.6367,-73.8556,0.94,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10063,New York,40.7167,-73.9992,1.12,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10064,New York,40.6219,-74.1213,0.97,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10065,New York,40.6587,-73.9155,1.18,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10066,New York,40.8151,-73.837,1.06,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10067,New York,40.8289,-73.9201,1.07,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10068,New York,40.6768,-73.9826,1.07,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10069,New York,40.5917,-73.9744,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10070,New York,40.5835,-73.9129,1.07,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10071,New York,40.5696,-73.881,1.17,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10072,New York,40.6973,-73.8572,1.12,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10073,New York,40.6683,-73.8412,1.17,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10074,New York,40.6544,-73.9861,1.16,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10075,New York,40.8282,-73.9756,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10076,New York,40.5789,-73.8746,1.13,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10077,New York,40.8013,-73.9942,1.05,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10078,New York,40.7908,-74.0033,0.84,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10079,New York,40.5863,-74.0558,1.16,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
10080,New York,40.6942,-74.0887,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90001,Los Angeles,34.1214,-118.2314,0.91,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90002,Los Angeles,34.0392,-118.3354,1.05,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90003,Los Angeles,33.9029,-118.243,1.03,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90004,Los Angeles,34.1509,-118.1387,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90005,Los Angeles,33.9751,-118.415,0.85,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90006,Los Angeles,33.999,-118.3099,0.9,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90007,Los Angeles,34.0868,-118.1844,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90008,Los Angeles,34.0856,-118.2297,0.88,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90009,Los Angeles,34.1576,-118.2875,0.95,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90010,Los Angeles,33.948,-118.2617,0.99,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90011,Los Angeles,34.161,-118.072,0.86,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90012,Los Angeles,34.0257,-118.3151,1.17,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90013,Los Angeles,34.0993,-118.269,1.03,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90014,Los Angeles,33.9242,-118.2933,0.99,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90015,Los Angeles,34.1921,-118.1397,0.92,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90016,Los Angeles,34.1713,-118.2349,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90017,Los Angeles,34.1716,-118.1116,0.99,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90018,Los Angeles,33.9229,-118.1455,1.11,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90019,Los Angeles,33.9689,-118.1972,0.84,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90020,Los Angeles,33.9238,-118.0834,0.93,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90021,Los Angeles,34.1068,-118.1598,0.93,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90022,Los Angeles,34.0847,-118.1458,1.11,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90023,Los Angeles,34.1212,-118.3214,0.88,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90024,Los Angeles,33.9381,-118.3817,1.02,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90025,Los Angeles,34.1683,-118.421,0.9,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90026,Los Angeles,34.018,-118.0865,0.96,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90027,Los Angeles,34.0829,-118.2324,1.13,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90028,Los Angeles,34.0628,-118.3854,0.89,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90029,Los Angeles,33.9948,-118.3634,1.02,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90030,Los Angeles,33.9549,-118.1002,1.16,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90031,Los Angeles,34.0853,-118.1248,0.9,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90032,Los Angeles,34.0964,-118.3443,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90033,Los Angeles,34.0182,-118.3844,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90034,Los Angeles,33.9229,-118.1975,0.81,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90035,Los Angeles,34.1844,-118.1729,0.83,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90036,Los Angeles,34.0083,-118.1578,1.09,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90037,Los Angeles,33.9468,-118.3693,1.08,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90038,Los Angeles,34.0832,-118.4076,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90039,Los Angeles,33.9634,-118.0968,1.01,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90040,Los Angeles,34.1224,-118.2212,0.91,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90041,Los Angeles,34.1348,-118.2771,1.04,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90042,Los Angeles,34.0297,-118.2394,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90043,Los Angeles,34.1872,-118.1309,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90044,Los Angeles,34.0132,-118.1634,1.08,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90045,Los Angeles,34.1026,-118.1199,1.1,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90046,Los Angeles,33.9073,-118.1468,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90047,Los Angeles,34.1758,-118.0821,1.07,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90048,Los Angeles,34.1469,-118.2681,0.92,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90049,Los Angeles,34.0295,-118.4192,0.86,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90050,Los Angeles,34.0881,-118.0957,1.11,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90051,Los Angeles,34.0655,-118.4031,0.86,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90052,Los Angeles,34.0743,-118.1046,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90053,Los Angeles,33.9527,-118.2702,1.06,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90054,Los Angeles,34.0598,-118.2157,1.05,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90055,Los Angeles,34.0001,-118.2148,0.93,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90056,Los Angeles,34.0884,-118.3838,1.11,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90057,Los Angeles,34.1417,-118.4208,1.16,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90058,Los Angeles,33.9248,-118.1827,1.09,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90059,Los Angeles,34.0479,-118.173,1.0,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90060,Los Angeles,34.1424,-118.228,1.03,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90061,Los Angeles,34.0107,-118.2141,0.98,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90062,Los Angeles,33.9245,-118.0951,1.1,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90063,Los Angeles,33.9377,-118.2025,1.01,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90064,Los Angeles,34.0515,-118.3478,1.14,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90065,Los Angeles,34.0036,-118.3985,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90066,Los Angeles,33.9078,-118.0645,0.87,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90067,Los Angeles,34.0193,-118.2298,0.95,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90068,Los Angeles,34.1604,-118.0666,1.09,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90069,Los Angeles,34.1507,-118.2329,1.09,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90070,Los Angeles,34.1998,-118.1668,0.97,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90071,Los Angeles,33.9779,-118.1879,1.06,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90072,Los Angeles,33.9839,-118.106,1.13,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90073,Los Angeles,33.9542,-118.391,1.13,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90074,Los Angeles,34.0595,-118.3353,0.84,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90075,Los Angeles,34.0552,-118.1555,0.97,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90076,Los Angeles,34.1445,-118.2757,1.02,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90077,Los Angeles,34.1051,-118.3696,0.83,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90078,Los Angeles,34.1916,-118.2034,1.15,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90079,Los Angeles,33.9753,-118.3549,0.99,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
90080,Los Angeles,33.9908,-118.0727,1.05,Undersupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60601,Chicago,41.8072,-87.7025,1.12,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60602,Chicago,41.7627,-87.717,0.89,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60603,Chicago,41.8959,-87.4839,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60604,Chicago,41.9676,-87.6706,1.02,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60605,Chicago,41.8354,-87.5089,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60606,Chicago,41.9104,-87.512,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60607,Chicago,41.7836,-87.7617,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60608,Chicago,41.9675,-87.5971,0.98,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60609,Chicago,41.9584,-87.4849,1.19,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60610,Chicago,41.9527,-87.7464,0.84,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60611,Chicago,41.9986,-87.533,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60612,Chicago,41.8096,-87.6634,0.87,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60613,Chicago,42.0224,-87.483,0.83,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60614,Chicago,41.8415,-87.5368,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60615,Chicago,41.8751,-87.7045,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60616,Chicago,41.8192,-87.6943,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60617,Chicago,41.7678,-87.4937,0.9,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60618,Chicago,41.823,-87.5055,1.11,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60619,Chicago,41.9999,-87.8035,1.13,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60620,Chicago,41.7287,-87.5826,0.97,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60621,Chicago,41.8316,-87.6411,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60622,Chicago,41.8746,-87.6585,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60623,Chicago,41.7497,-87.4588,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60624,Chicago,41.8158,-87.6753,1.2,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60625,Chicago,41.7448,-87.6703,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60626,Chicago,41.893,-87.7586,1.07,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60627,Chicago,41.994,-87.7613,1.01,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60628,Chicago,41.9111,-87.4579,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60629,Chicago,41.7587,-87.7174,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60630,Chicago,41.9099,-87.7597,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60631,Chicago,41.7453,-87.7891,1.16,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60632,Chicago,41.7612,-87.4761,0.98,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60633,Chicago,41.7567,-87.7062,1.14,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60634,Chicago,41.7451,-87.692,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60635,Chicago,41.7298,-87.641,1.06,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60636,Chicago,41.8036,-87.5102,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60637,Chicago,41.8807,-87.4958,0.91,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60638,Chicago,41.9056,-87.6452,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60639,Chicago,42.0167,-87.7278,1.13,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60640,Chicago,41.7747,-87.5077,0.95,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60641,Chicago,41.8668,-87.4603,1.17,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60642,Chicago,41.8879,-87.7336,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60643,Chicago,41.8464,-87.6119,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60644,Chicago,42.0268,-87.5098,1.15,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60645,Chicago,41.9197,-87.5425,0.92,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60646,Chicago,41.8791,-87.4616,1.09,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60647,Chicago,41.8829,-87.7851,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60648,Chicago,41.9674,-87.5685,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60649,Chicago,42.02,-87.6902,1.05,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60650,Chicago,41.8255,-87.751,1.03,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60651,Chicago,41.969,-87.4976,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60652,Chicago,41.9804,-87.6468,1.13,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60653,Chicago,41.7616,-87.5119,1.18,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60654,Chicago,41.9076,-87.7347,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60655,Chicago,41.9484,-87.7766,0.86,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60656,Chicago,41.991,-87.714,1.08,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60657,Chicago,41.868,-87.6822,1.1,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60658,Chicago,41.9236,-87.6054,0.88,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60659,Chicago,41.9055,-87.4745,0.85,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
60660,Chicago,41.8173,-87.7665,1.0,Balanced,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77001,Houston,29.6917,-95.326,0.89,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77002,Houston,29.6157,-95.3071,1.12,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77003,Houston,29.8466,-95.4814,1.07,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77004,Houston,29.8623,-95.3853,1.21,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77005,Houston,29.7669,-95.3295,1.22,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77006,Houston,29.8467,-95.3418,1.22,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77007,Houston,29.6131,-95.3485,1.06,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77008,Houston,29.6244,-95.4477,1.06,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77009,Houston,29.9088,-95.3015,1.15,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77010,Houston,29.7477,-95.3275,1.11,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
77011,Houston,29.8815,-95.2784,1.05,Oversupplied,CoStar/RealPage,2025-Q4,https://www.costar.com/multifamily
