zip_code,metro,lat,lng,effective_rent_per_unit,effective_rent_per_sf,studio_rent,one_br_rent,two_br_rent,three_br_rent,data_source,as_of_date,source_url
10034,New York,40.819,-74.1257,3272.65,3.75,2569.0,3143.0,3668.0,3828.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10035,New York,40.841,-73.8655,3349.31,3.27,2438.0,2382.0,3044.0,5120.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10036,New York,40.8428,-74.1198,2882.83,3.31,2523.0,2519.0,3533.0,4364.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10037,New York,40.7695,-73.8682,3133.15,3.62,2306.0,2553.0,3272.0,4492.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10038,New York,40.6597,-74.0256,2616.1,3.36,2070.0,3242.0,3042.0,5070.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10039,New York,40.8624,-74.1386,3442.28,2.91,2456.0,2485.0,3228.0,4112.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10040,New York,40.8485,-74.0837,2683.62,3.63,2572.0,3320.0,3288.0,3969.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10041,New York,40.7061,-73.8581,3558.9,2.8,2037.0,2802.0,3697.0,4644.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10042,New York,40.592,-74.102,2897.78,4.55,2015.0,2512.0,3708.0,4105.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10043,New York,40.854,-74.0088,3052.46,3.75,2248.0,2531.0,3223.0,5143.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10044,New York,40.6682,-74.0982,3502.88,3.21,1894.0,3290.0,3623.0,5092.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10045,New York,40.8559,-74.1667,3078.8,4.25,1938.0,3218.0,3981.0,4236.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10046,New York,40.7917,-73.9853,3620.84,3.96,2611.0,2754.0,3303.0,4418.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10047,New York,40.7567,-73.9596,3146.09,3.72,2068.0,3286.0,3308.0,4393.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10048,New York,40.7048,-73.9293,2938.4,2.51,2277.0,2737.0,4169.0,3823.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10049,New York,40.8035,-74.1252,3448.86,4.81,2116.0,2646.0,3625.0,5175.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10050,New York,40.6196,-73.9172,3192.96,2.71,1869.0,2755.0,3540.0,3989.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10051,New York,40.643,-73.924,3601.31,4.28,2498.0,3058.0,3670.0,5289.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10052,New York,40.6472,-73.9063,2735.96,3.5,2153.0,2590.0,4207.0,3994.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10053,New York,40.851,-74.0213,2901.58,2.92,2190.0,2561.0,3516.0,3748.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10054,New York,40.6703,-74.059,2622.24,3.21,2338.0,2562.0,4271.0,5188.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10055,New York,40.7919,-73.9193,2978.47,4.57,2206.0,3135.0,3198.0,4405.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10056,New York,40.7687,-74.0027,3571.84,4.4,2534.0,3139.0,3603.0,4734.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10057,New York,40.7865,-73.9435,2851.91,2.54,2110.0,2452.0,3241.0,4239.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10058,New York,40.762,-74.0912,2561.42,4.07,2117.0,2711.0,3155.0,5169.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10059,New York,40.8554,-73.9114,3599.74,2.78,2338.0,3019.0,3956.0,4505.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10060,New York,40.7568,-73.9228,3106.47,3.67,2465.0,2719.0,3196.0,5004.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10061,New York,40.6937,-74.1749,3044.65,3.86,2201.0,2359.0,3787.0,5065.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10062,New York,40.6367,-73.8556,3451.65,3.28,2508.0,2481.0,3492.0,3785.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10063,New York,40.7167,-73.9992,3292.4,4.1,2015.0,2357.0,3454.0,3807.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10064,New York,40.6219,-74.1213,2692.88,2.52,2142.0,3145.0,4220.0,4562.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10065,New York,40.6587,-73.9155,3526.54,3.92,2527.0,2441.0,3764.0,4587.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10066,New York,40.8151,-73.837,2823.57,3.47,2078.0,3176.0,3079.0,4913.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10067,New York,40.8289,-73.9201,3580.66,3.6,2575.0,2714.0,3035.0,3791.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10068,New York,40.6768,-73.9826,2792.77,2.7,2550.0,2604.0,3680.0,4361.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10069,New York,40.5917,-73.9744,2668.89,3.63,2269.0,3194.0,4195.0,4812.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10070,New York,40.5835,-73.9129,3633.45,3.02,2196.0,3037.0,3620.0,3846.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10071,New York,40.5696,-73.881,2943.98,3.25,2056.0,2565.0,3652.0,3712.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10072,New York,40.6973,-73.8572,2948.89,2.89,2377.0,3242.0,4166.0,4720.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10073,New York,40.6683,-73.8412,3345.74,3.31,2033.0,2934.0,3224.0,3861.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10074,New York,40.6544,-73.9861,3271.42,3.59,2077.0,2388.0,4253.0,5166.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10075,New York,40.8282,-73.9756,3630.21,3.29,2055.0,2884.0,3362.0,4758.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10076,New York,40.5789,-73.8746,3433.35,2.98,2457.0,3311.0,3333.0,4042.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10077,New York,40.8013,-73.9942,3438.71,2.79,2455.0,2838.0,4213.0,3849.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10078,New York,40.7908,-74.0033,3520.29,2.78,2486.0,2466.0,3434.0,4065.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10079,New York,40.5863,-74.0558,3042.75,2.94,2071.0,3208.0,4145.0,4821.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
10080,New York,40.6942,-74.0887,2975.12,2.92,2286.0,3029.0,3438.0,5063.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90001,Los Angeles,34.1214,-118.2314,2418.27,3.46,2010.0,2147.0,2627.0,3612.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90002,Los Angeles,34.0392,-118.3354,3108.68,2.91,2102.0,2298.0,2890.0,3179.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90003,Los Angeles,33.9029,-118.243,2398.53,3.31,1656.0,2503.0,3199.0,4173.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90004,Los Angeles,34.1509,-118.1387,2438.4,2.6,2190.0,2096.0,2608.0,4305.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90005,Los Angeles,33.9751,-118.415,2939.63,2.54,2035.0,2597.0,3608.0,4103.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90006,Los Angeles,33.999,-118.3099,2611.94,2.94,1566.0,2559.0,3411.0,4344.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90007,Los Angeles,34.0868,-118.1844,3038.18,2.21,1670.0,2550.0,3350.0,4339.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90008,Los Angeles,34.0856,-118.2297,2756.75,2.55,2031.0,2531.0,2752.0,3219.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90009,Los Angeles,34.1576,-118.2875,3027.97,3.7,1732.0,2552.0,2608.0,3415.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90010,Los Angeles,33.948,-118.2617,2537.33,3.23,1641.0,2781.0,3668.0,3219.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90011,Los Angeles,34.161,-118.072,2195.99,2.6,1566.0,2078.0,3670.0,3862.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90012,Los Angeles,34.0257,-118.3151,3072.34,3.28,1860.0,2504.0,3658.0,4448.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90013,Los Angeles,34.0993,-118.269,2819.72,3.14,1674.0,2614.0,3673.0,4271.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90014,Los Angeles,33.9242,-118.2933,2979.13,3.23,1695.0,2048.0,2793.0,3349.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90015,Los Angeles,34.1921,-118.1397,2892.7,2.6,1729.0,2245.0,2749.0,3772.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90016,Los Angeles,34.1713,-118.2349,2384.69,3.17,1864.0,2644.0,2590.0,3617.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90017,Los Angeles,34.1716,-118.1116,2366.95,2.47,2130.0,2215.0,3493.0,3720.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90018,Los Angeles,33.9229,-118.1455,2498.89,2.87,1621.0,2659.0,3382.0,3305.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90019,Los Angeles,33.9689,-118.1972,2648.47,3.31,1734.0,2496.0,2957.0,3882.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90020,Los Angeles,33.9238,-118.0834,2429.82,3.28,1829.0,2055.0,3050.0,3861.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90021,Los Angeles,34.1068,-118.1598,2757.99,2.91,2008.0,2029.0,3129.0,3741.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90022,Los Angeles,34.0847,-118.1458,2787.19,2.43,2023.0,2309.0,2961.0,3194.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90023,Los Angeles,34.1212,-118.3214,2652.1,2.41,1820.0,2594.0,3491.0,4137.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90024,Los Angeles,33.9381,-118.3817,2494.31,3.09,1636.0,2272.0,2642.0,3636.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90025,Los Angeles,34.1683,-118.421,2884.68,3.06,2152.0,2336.0,3221.0,3215.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90026,Los Angeles,34.018,-118.0865,2397.09,2.73,2229.0,2566.0,3568.0,4416.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90027,Los Angeles,34.0829,-118.2324,2690.35,2.76,1749.0,2797.0,2863.0,4048.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90028,Los Angeles,34.0628,-118.3854,2817.52,3.57,1737.0,2102.0,3281.0,3935.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90029,Los Angeles,33.9948,-118.3634,2282.81,3.16,1654.0,2056.0,3183.0,3938.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90030,Los Angeles,33.9549,-118.1002,2950.13,3.93,1746.0,2553.0,3048.0,3745.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90031,Los Angeles,34.0853,-118.1248,2996.02,2.99,1741.0,2347.0,3476.0,4273.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90032,Los Angeles,34.0964,-118.3443,2462.35,3.49,1601.0,2543.0,3507.0,4171.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90033,Los Angeles,34.0182,-118.3844,2238.25,3.7,1930.0,2367.0,3062.0,4400.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90034,Los Angeles,33.9229,-118.1975,2178.06,3.43,1639.0,2404.0,2753.0,3397.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90035,Los Angeles,34.1844,-118.1729,2513.01,2.6,1566.0,2239.0,2996.0,4449.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90036,Los Angeles,34.0083,-118.1578,2998.11,2.94,1941.0,2445.0,2863.0,3761.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90037,Los Angeles,33.9468,-118.3693,2931.05,2.56,1888.0,2413.0,3489.0,3270.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90038,Los Angeles,34.0832,-118.4076,2286.05,2.9,1917.0,2525.0,3577.0,3223.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90039,Los Angeles,33.9634,-118.0968,3036.56,3.66,1666.0,2734.0,2863.0,4385.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90040,Los Angeles,34.1224,-118.2212,2392.04,2.86,1582.0,2562.0,2779.0,3681.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90041,Los Angeles,34.1348,-118.2771,2228.71,2.17,2084.0,2088.0,3069.0,4037.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90042,Los Angeles,34.0297,-118.2394,2695.51,2.97,1670.0,2437.0,3128.0,3733.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90043,Los Angeles,34.1872,-118.1309,2189.22,3.34,2150.0,2728.0,2753.0,3294.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90044,Los Angeles,34.0132,-118.1634,2407.4,2.68,1779.0,2050.0,3443.0,4169.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90045,Los Angeles,34.1026,-118.1199,2902.43,2.8,1727.0,2185.0,2914.0,3478.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90046,Los Angeles,33.9073,-118.1468,2392.32,2.42,2173.0,2060.0,2998.0,3255.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90047,Los Angeles,34.1758,-118.0821,2581.6,3.95,2129.0,2089.0,2581.0,3158.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90048,Los Angeles,34.1469,-118.2681,2253.99,2.83,2171.0,2658.0,2919.0,3380.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90049,Los Angeles,34.0295,-118.4192,2216.22,3.16,1775.0,2165.0,2915.0,3820.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90050,Los Angeles,34.0881,-118.0957,2993.06,3.27,1800.0,2207.0,3677.0,3826.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90051,Los Angeles,34.0655,-118.4031,2525.31,3.07,2157.0,2101.0,3354.0,4138.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90052,Los Angeles,34.0743,-118.1046,2299.79,3.54,2040.0,2447.0,3114.0,3753.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90053,Los Angeles,33.9527,-118.2702,2269.16,2.52,1702.0,2385.0,2964.0,4217.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90054,Los Angeles,34.0598,-118.2157,2816.19,3.5,1609.0,2844.0,2971.0,4521.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90055,Los Angeles,34.0001,-118.2148,2302.46,3.18,1754.0,2194.0,2639.0,3566.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90056,Los Angeles,34.0884,-118.3838,3072.72,2.65,1637.0,2185.0,3086.0,3813.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90057,Los Angeles,34.1417,-118.4208,2861.69,2.56,1643.0,2359.0,3683.0,4061.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90058,Los Angeles,33.9248,-118.1827,2379.73,3.65,1837.0,2076.0,3495.0,4413.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90059,Los Angeles,34.0479,-118.173,2210.11,3.26,1906.0,2205.0,2692.0,4418.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90060,Los Angeles,34.1424,-118.228,2805.79,3.69,1700.0,2129.0,3495.0,3770.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90061,Los Angeles,34.0107,-118.2141,2591.23,3.45,2055.0,2364.0,2751.0,3696.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90062,Los Angeles,33.9245,-118.0951,2324.69,2.66,1964.0,2019.0,2601.0,3687.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90063,Los Angeles,33.9377,-118.2025,2861.98,3.08,2242.0,2430.0,3041.0,4453.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90064,Los Angeles,34.0515,-118.3478,2759.33,2.23,1602.0,2466.0,3307.0,3770.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90065,Los Angeles,34.0036,-118.3985,2997.45,2.33,2080.0,2110.0,3358.0,3235.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90066,Los Angeles,33.9078,-118.0645,2831.93,2.86,1863.0,2776.0,3391.0,4418.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90067,Los Angeles,34.0193,-118.2298,2444.22,2.17,1817.0,2047.0,3485.0,3660.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90068,Los Angeles,34.1604,-118.0666,2457.58,2.44,1679.0,2017.0,3648.0,4103.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90069,Los Angeles,34.1507,-118.2329,2832.4,2.25,1770.0,2020.0,2596.0,3436.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90070,Los Angeles,34.1998,-118.1668,2783.37,3.65,2185.0,2523.0,3432.0,3399.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90071,Los Angeles,33.9779,-118.1879,2338.52,2.84,1723.0,2176.0,3114.0,3526.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90072,Los Angeles,33.9839,-118.106,2401.1,3.88,1675.0,2405.0,3493.0,4416.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90073,Los Angeles,33.9542,-118.391,2444.89,3.99,1978.0,2799.0,3443.0,4051.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90074,Los Angeles,34.0595,-118.3353,2700.75,3.58,1798.0,2713.0,3005.0,3162.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90075,Los Angeles,34.0552,-118.1555,2897.18,2.92,2197.0,2434.0,3089.0,3858.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90076,Los Angeles,34.1445,-118.2757,2227.47,2.99,1968.0,2427.0,3196.0,3504.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90077,Los Angeles,34.1051,-118.3696,2679.76,3.27,1937.0,2875.0,3306.0,3695.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90078,Los Angeles,34.1916,-118.2034,2267.54,3.14,2171.0,2219.0,2946.0,4450.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90079,Los Angeles,33.9753,-118.3549,2251.13,3.05,1792.0,2006.0,3042.0,4358.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
90080,Los Angeles,33.9908,-118.0727,2748.36,2.81,1924.0,2869.0,2938.0,4010.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60601,Chicago,41.8072,-87.7025,2055.66,1.64,1471.0,1981.0,2415.0,2893.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60602,Chicago,41.7627,-87.717,1582.67,1.95,1520.0,1504.0,2049.0,2682.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60603,Chicago,41.8959,-87.4839,1602.11,2.01,1364.0,1906.0,1863.0,2420.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60604,Chicago,41.9676,-87.6706,2134.91,1.96,1255.0,1428.0,2355.0,2914.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60605,Chicago,41.8354,-87.5089,2057.19,2.09,1397.0,1430.0,2299.0,3026.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60606,Chicago,41.9104,-87.512,1805.11,2.19,1347.0,1782.0,2015.0,2200.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60607,Chicago,41.7836,-87.7617,2054.46,2.56,1287.0,1845.0,1806.0,2896.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60608,Chicago,41.9675,-87.5971,2046.74,1.82,1449.0,1708.0,1925.0,2258.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60609,Chicago,41.9584,-87.4849,1815.03,2.33,1443.0,1571.0,1893.0,2513.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60610,Chicago,41.9527,-87.7464,1637.35,1.88,1447.0,1611.0,2119.0,2305.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60611,Chicago,41.9986,-87.533,1543.31,2.13,1474.0,1547.0,1967.0,2831.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60612,Chicago,41.8096,-87.6634,2070.58,1.85,1271.0,1710.0,2185.0,2284.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60613,Chicago,42.0224,-87.483,1563.29,2.09,1250.0,1899.0,1847.0,3056.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60614,Chicago,41.8415,-87.5368,2002.18,1.69,1213.0,1778.0,2469.0,2821.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
60615,Chicago,41.8751,-87.7045,1800.25,1.76,1468.0,1892.0,2192.0,3058.0,CoStar/RealPage,2025-Q4,https://www.realpage.com/analytics
